upsell_id,customer_id,upsell_date,from_plan,to_plan,add_on,add_on_revenue,sales_rep,country
U00775,C04309,2023-10-23,premium,enterprise,,2100,SR07,US
U00776,C04062,2023-10-02,premium,enterprise,,3273,SR04,US
U00777,C04366,2023-10-22,basic,premium,,1789,SR06,US
U00778,C04264,2023-10-12,basic,premium,,2376,SR05,US
U00779,C04093,2023-10-13,premium,enterprise,,879,SR11,US
U00780,C04292,2023-10-14,premium,enterprise,,624,SR03,US
U00781,C04433,2023-11-07,premium,enterprise,,3166,SR02,US
U00782,C04102,2023-11-20,premium,premium,audit_add_on,534,SR11,US
U00783,C04159,2023-11-21,basic,basic,bookkeeping_add_on,342,SR12,US
U00784,C04245,2023-11-21,premium,enterprise,,1528,SR10,US
U00785,C04152,2023-11-20,basic,premium,,2712,SR01,US
U00786,C04353,2023-11-26,basic,premium,,3500,SR02,US
U00787,C04076,2023-12-17,basic,premium,,836,SR05,US
U00788,C04418,2023-12-17,basic,basic,payroll_add_on,357,SR10,US
U00789,C04248,2023-12-19,premium,enterprise,,3099,SR01,US
U00790,C04437,2023-12-14,enterprise,enterprise,audit_add_on,567,SR11,US
U00791,C04487,2023-12-19,basic,basic,audit_add_on,418,SR09,US
U00792,C04033,2023-12-26,basic,premium,,2965,SR08,US
U00793,C04168,2024-01-19,basic,premium,,3334,SR12,US
U00794,C04315,2024-01-25,enterprise,enterprise,tax_advisory_add_on,774,SR06,US
U00795,C04443,2024-01-28,premium,enterprise,,2433,SR08,US
U00796,C04441,2024-01-02,basic,premium,,1260,SR02,US
U00797,C04272,2024-01-18,premium,enterprise,,985,SR12,US
U00798,C03971,2024-01-16,premium,enterprise,,3297,SR06,US
U00799,C04450,2024-02-28,basic,basic,bookkeeping_add_on,859,SR06,US
U00800,C04017,2024-02-15,premium,enterprise,,714,SR02,US
U00801,C04334,2024-02-21,enterprise,enterprise,bookkeeping_add_on,598,SR06,US
U00802,C04163,2024-02-09,premium,enterprise,,957,SR03,US
U00803,C03968,2024-02-27,basic,premium,,1526,SR02,US
U00804,C04150,2024-02-27,premium,enterprise,,1453,SR12,US
U00805,C04474,2024-03-12,basic,basic,payroll_add_on,327,SR01,US
U00806,C04093,2024-03-05,premium,premium,audit_add_on,761,SR01,US
U00807,C04294,2024-03-27,basic,basic,bookkeeping_add_on,617,SR11,US
U00808,C04408,2024-03-10,premium,enterprise,,1104,SR02,US
U00809,C04166,2024-03-09,premium,enterprise,,2530,SR10,US
U00810,C04488,2024-03-09,premium,enterprise,,1888,SR03,US
U00811,C04093,2024-04-07,premium,enterprise,,674,SR11,US
U00812,C04314,2024-04-14,premium,premium,bookkeeping_add_on,642,SR06,US
U00813,C04098,2024-04-03,basic,premium,,2334,SR04,US
U00814,C04113,2024-04-10,basic,premium,,2476,SR04,US
U00815,C04528,2024-04-18,premium,premium,payroll_add_on,599,SR05,US
U00816,C04368,2024-04-14,basic,premium,,2374,SR12,US
U00817,C04136,2024-05-17,enterprise,enterprise,payroll_add_on,530,SR11,US
U00818,C04205,2024-05-11,premium,premium,audit_add_on,741,SR12,US
U00819,C04021,2024-05-12,basic,premium,,2579,SR06,US
U00820,C04574,2024-05-17,enterprise,enterprise,bookkeeping_add_on,853,SR05,US
U00821,C04125,2024-05-16,premium,enterprise,,2970,SR08,US
U00822,C04512,2024-05-08,basic,premium,,1473,SR09,US
U00823,C04092,2024-06-14,basic,premium,,1143,SR07,US
U00824,C04327,2024-06-28,basic,basic,audit_add_on,755,SR11,US
U00825,C04230,2024-06-21,basic,basic,payroll_add_on,334,SR04,US
U00826,C04436,2024-06-06,enterprise,enterprise,bookkeeping_add_on,473,SR07,US
U00827,C04025,2024-06-17,basic,premium,,1592,SR10,US
U00828,C04086,2024-06-24,enterprise,enterprise,bookkeeping_add_on,892,SR03,US
U00829,C04268,2024-07-28,premium,enterprise,,3440,SR08,US
U00830,C04560,2024-07-01,basic,premium,,758,SR03,US
U00831,C04552,2024-07-13,enterprise,enterprise,audit_add_on,816,SR09,US
U00832,C04596,2024-07-06,premium,premium,bookkeeping_add_on,542,SR05,US
U00833,C04192,2024-07-12,enterprise,enterprise,payroll_add_on,744,SR10,US
U00834,C04552,2024-07-05,basic,basic,audit_add_on,362,SR07,US
U00835,C03983,2024-08-03,basic,premium,,3447,SR01,US
U00836,C04083,2024-08-03,basic,premium,,2312,SR09,US
U00837,C04274,2024-08-05,basic,premium,,2776,SR05,US
U00838,C04347,2024-08-13,premium,premium,tax_advisory_add_on,748,SR01,US
U00839,C04098,2024-08-28,premium,premium,payroll_add_on,323,SR11,US
U00840,C04048,2024-08-05,basic,premium,,1547,SR02,US
U00841,C04285,2024-09-13,premium,enterprise,,3321,SR06,US
U00842,C04287,2024-09-02,premium,enterprise,,729,SR07,US
U00843,C04352,2024-09-25,basic,basic,payroll_add_on,723,SR12,US
U00844,C04042,2024-09-19,basic,premium,,2951,SR02,US
U00845,C04584,2024-09-01,enterprise,enterprise,audit_add_on,892,SR08,US
U00846,C04439,2024-09-28,enterprise,enterprise,bookkeeping_add_on,407,SR04,US
U00847,C04150,2024-10-24,premium,enterprise,,792,SR01,US
U00848,C04228,2024-10-23,premium,enterprise,,403,SR08,US
U00849,C04499,2024-10-09,basic,basic,bookkeeping_add_on,444,SR04,US
U00850,C03963,2024-10-28,basic,premium,,2792,SR12,US
U00851,C04628,2024-10-23,premium,enterprise,,902,SR04,US
U00852,C04008,2024-10-14,enterprise,enterprise,tax_advisory_add_on,893,SR07,US
U00853,C04237,2024-11-04,premium,enterprise,,1818,SR10,US
U00854,C04426,2024-11-14,enterprise,enterprise,bookkeeping_add_on,536,SR02,US
U00855,C04317,2024-11-01,basic,premium,,1390,SR10,US
U00856,C04121,2024-11-11,basic,premium,,2258,SR06,US
U00857,C03971,2024-11-23,premium,enterprise,,2262,SR03,US
U00858,C04100,2024-11-16,enterprise,enterprise,audit_add_on,855,SR02,US
U00859,C04508,2024-12-10,basic,premium,,1048,SR10,US
U00860,C04248,2024-12-22,basic,premium,,3217,SR03,US
U00861,C04009,2024-12-18,basic,premium,,3044,SR12,US
U00862,C04411,2024-12-25,premium,premium,payroll_add_on,372,SR06,US
U00863,C04560,2024-12-19,premium,premium,bookkeeping_add_on,832,SR04,US
U00864,C04504,2024-12-17,enterprise,enterprise,payroll_add_on,773,SR09,US
