referring_partner_id,snapshot_date,leads_sent_count,conversion_rate_pct,avg_deal_size,cancellation_rate_pct,inquiry_response_latency_hours,churn_risk_score
R010,2023-04-12,4,55.83,17300.46,12.17,11.82,3.0
R010,2023-04-13,2,57.34,19107.77,5.47,7.7,4.35
R010,2023-04-14,4,63.02,16102.23,7.26,6.69,0.0
R010,2023-04-15,6,49.55,16093.62,12.94,10.04,6.24
R010,2023-04-16,5,65.08,14470.88,10.21,11.13,0.75
R010,2023-04-17,4,63.1,17985.25,8.06,13.5,4.3
R010,2023-04-18,4,52.47,16908.56,12.7,10.05,3.9
R010,2023-04-19,4,59.39,15210.28,14.29,10.49,0.0
R010,2023-04-20,5,50.45,19339.64,11.53,9.39,5.53
R010,2023-04-21,6,54.37,12423.93,5.52,9.92,2.39
R010,2023-04-22,5,52.71,14409.68,5.39,12.64,6.72
R010,2023-04-23,6,55.9,16400.7,12.15,10.0,1.16
R010,2023-04-24,5,56.94,15530.53,6.98,9.87,0.33
R010,2023-04-25,4,54.37,13175.75,10.0,11.02,2.96
R010,2023-04-26,4,66.45,12120.7,9.36,9.52,0.0
R010,2023-04-27,4,56.56,18226.11,10.08,14.08,5.81
R010,2023-04-28,5,61.3,18147.68,9.65,11.43,1.19
R010,2023-04-29,5,60.71,21164.15,13.57,13.93,4.94
R010,2023-04-30,4,56.68,16585.53,6.97,11.19,1.36
R010,2023-05-01,4,54.93,18032.93,6.44,7.81,1.94
R010,2023-05-02,4,62.92,17241.32,6.5,12.18,2.32
R010,2023-05-03,5,68.8,17568.9,13.7,13.12,3.72
R010,2023-05-04,4,55.5,14052.23,8.8,7.63,1.49
R010,2023-05-05,3,50.16,18901.39,10.19,6.9,6.09
R010,2023-05-06,5,57.08,16940.95,9.06,10.25,0.22
R010,2023-05-07,5,69.04,17718.81,11.17,8.79,0.0
R010,2023-05-08,5,52.74,13062.96,9.07,7.87,3.69
R010,2023-05-09,4,51.07,21159.08,5.0,13.22,8.9
R010,2023-05-10,5,64.59,19373.03,5.81,11.68,1.56
R010,2023-05-11,5,62.18,16387.28,8.11,10.27,0.0
R010,2023-05-12,6,57.33,17292.28,8.29,8.34,0.02
R010,2023-05-13,3,59.36,18312.25,12.45,9.81,0.34
R010,2023-05-14,6,63.23,16886.18,13.96,7.66,0.0
R010,2023-05-15,5,60.12,11935.51,9.67,10.81,0.26
R010,2023-05-16,4,51.97,16284.35,12.37,10.0,4.31
R010,2023-05-17,3,61.88,18289.3,10.7,13.96,5.33
R010,2023-05-18,5,60.2,12838.11,13.05,10.72,0.13
R010,2023-05-19,5,64.05,15711.38,7.93,9.8,0.0
R010,2023-05-20,4,58.77,16005.12,8.2,8.83,0.0
R010,2023-05-21,4,61.54,18773.54,7.1,8.76,0.0
R010,2023-05-22,5,50.87,15214.94,11.17,12.17,7.48
R010,2023-05-23,6,55.87,18482.77,9.17,11.85,3.01
R010,2023-05-24,5,56.41,15694.47,12.38,10.88,1.12
R010,2023-05-25,6,61.57,17840.66,6.4,13.97,5.01
R010,2023-05-26,4,60.6,16722.74,6.7,9.86,0.0
R010,2023-05-27,5,57.69,13959.99,11.21,12.0,2.05
R010,2023-05-28,5,51.58,17552.71,8.46,11.61,6.08
R010,2023-05-29,4,59.55,18149.45,8.3,11.69,1.58
R010,2023-05-30,6,64.01,15943.62,8.75,7.64,0.0
R010,2023-05-31,4,62.42,19221.3,11.05,13.85,4.82
R010,2023-06-01,5,57.62,19005.66,10.14,8.48,0.0
R010,2023-06-02,7,56.6,18515.67,6.16,12.46,3.34
R010,2023-06-03,4,58.12,17575.76,6.36,9.85,0.0
R010,2023-06-04,4,59.22,15937.65,11.24,7.79,0.0
R010,2023-06-05,4,49.93,17032.15,7.44,9.75,5.94
R010,2023-06-06,4,64.72,14421.35,12.52,12.0,2.05
R010,2023-06-07,5,54.33,15185.92,11.1,13.11,6.13
R010,2023-06-08,4,56.04,15759.14,7.4,10.25,1.05
R010,2023-06-09,6,55.97,17747.43,7.21,12.11,3.33
R010,2023-06-10,4,56.95,15602.2,8.15,11.12,1.05
R010,2023-06-11,6,51.79,14659.09,7.66,9.72,4.45
R010,2023-06-12,6,58.31,16429.64,6.63,9.54,0.0
R010,2023-06-13,6,67.11,17673.24,5.32,6.01,0.0
R010,2023-06-14,4,62.0,18178.45,12.06,5.5,0.0
R010,2023-06-15,4,57.82,18469.57,9.62,11.56,1.39
R010,2023-06-16,4,43.82,17786.13,6.9,11.1,11.52
R010,2023-06-17,4,66.91,15197.99,8.79,9.77,0.0
R010,2023-06-18,4,57.7,15649.55,13.87,12.23,2.38
R010,2023-06-19,5,51.52,16056.01,11.53,12.58,7.59
R010,2023-06-20,5,55.15,18710.06,12.09,13.23,5.65
R010,2023-06-21,7,66.07,14449.15,14.18,13.62,4.48
R010,2023-06-22,4,54.3,19921.89,6.53,12.45,5.16
R010,2023-06-23,4,56.69,16307.08,11.4,12.12,2.75
R010,2023-06-24,5,55.8,12676.35,8.81,9.5,1.24
R010,2023-06-25,4,56.77,17428.71,12.18,14.82,6.75
R010,2023-06-26,6,66.73,18018.94,13.23,9.53,0.0
R010,2023-06-27,5,63.1,16701.5,12.92,11.72,1.63
R010,2023-06-28,4,64.27,15673.35,12.9,8.89,0.0
R010,2023-06-29,4,51.73,17166.65,5.6,8.01,4.5
R010,2023-06-30,6,52.72,15234.15,12.38,12.12,5.93
R010,2023-07-01,3,54.24,17734.18,5.12,10.86,3.18
R010,2023-07-02,6,54.68,16765.48,5.05,10.52,2.14
R010,2023-07-03,4,57.48,17367.96,10.89,12.3,2.49
R010,2023-07-04,7,59.28,15196.41,12.76,10.59,0.0
R010,2023-07-05,4,52.27,17485.02,9.3,9.72,4.07
R010,2023-07-06,4,56.4,17834.88,9.44,12.54,3.61
R010,2023-07-07,4,47.44,18010.54,12.74,10.6,7.93
R010,2023-07-08,5,52.29,16032.95,11.47,8.79,4.05
R010,2023-07-09,5,54.79,18077.23,12.24,13.14,5.81
R010,2023-07-10,5,52.28,13887.64,14.25,11.17,4.85
R010,2023-07-11,4,56.58,14485.09,14.38,15.53,7.96
R010,2023-07-12,5,67.44,18095.01,8.16,13.49,4.27
R010,2023-07-13,5,55.01,22115.4,6.7,8.43,1.88
R010,2023-07-14,5,52.91,15833.22,12.43,10.01,3.55
R010,2023-07-15,3,49.9,16366.83,7.66,11.35,7.38
R010,2023-07-16,4,60.5,16350.37,10.59,11.73,1.63
R010,2023-07-17,4,66.42,17307.36,6.28,8.37,0.0
R010,2023-07-18,6,53.51,14038.68,5.89,13.76,7.75
R010,2023-07-19,4,67.86,13606.04,10.14,10.26,0.0
R010,2023-07-20,3,65.57,21416.49,6.66,10.02,0.34
R010,2023-07-21,4,55.8,15280.88,5.96,13.16,5.02
R010,2023-07-22,5,62.3,15310.7,10.81,10.0,0.0
R010,2023-07-23,3,63.61,18253.51,6.54,6.05,0.34
R010,2023-07-24,3,57.57,21512.06,6.73,10.16,0.34
R010,2023-07-25,5,64.51,18440.8,12.21,9.22,0.0
R010,2023-07-26,5,61.64,17261.38,8.99,10.4,0.0
R010,2023-07-27,6,56.35,17686.16,14.46,15.02,7.38
R010,2023-07-28,4,56.27,10244.44,5.44,8.16,0.86
R010,2023-07-29,4,49.89,13847.83,7.57,13.59,10.41
R010,2023-07-30,4,51.59,16097.8,13.81,12.82,7.89
R010,2023-07-31,4,62.8,15032.31,12.77,10.07,0.0
R010,2023-08-01,4,46.81,17306.65,13.81,9.64,8.44
R010,2023-08-02,5,61.17,15992.96,14.45,11.38,1.12
R010,2023-08-03,7,54.75,14792.73,8.02,8.79,2.08
R010,2023-08-04,5,55.93,18799.06,11.95,11.9,3.03
R010,2023-08-05,5,56.91,16677.75,13.1,10.61,0.35
R010,2023-08-06,4,54.68,14874.79,13.88,11.67,3.69
R010,2023-08-07,4,63.19,16259.43,10.47,9.27,0.0
R010,2023-08-08,5,55.8,15192.84,12.13,13.67,5.79
R010,2023-08-09,3,57.04,15642.39,13.45,14.07,5.74
R010,2023-08-10,4,55.28,17357.26,10.14,9.05,1.66
R010,2023-08-11,6,61.55,15963.89,14.31,10.04,0.0
R010,2023-08-12,6,51.22,17253.35,14.72,9.76,4.91
R010,2023-08-13,5,63.46,12831.48,7.04,10.91,0.41
R010,2023-08-14,5,55.53,16492.56,8.37,11.44,2.67
R010,2023-08-15,4,55.78,15581.4,10.21,12.34,3.82
R010,2023-08-16,3,55.85,18982.97,6.67,12.06,3.68
R010,2023-08-17,7,54.92,14385.34,14.37,9.32,1.95
R010,2023-08-18,6,52.84,9999.98,10.49,10.23,3.61
R010,2023-08-19,4,69.87,17107.63,12.84,13.97,5.0
R010,2023-08-20,5,62.6,19301.1,13.64,12.08,2.16
R010,2023-08-21,3,62.46,13836.47,13.82,9.4,0.34
R010,2023-08-22,6,63.31,15436.44,11.89,11.24,0.91
R010,2023-08-23,3,65.85,18944.9,11.91,16.01,8.4
R010,2023-08-24,4,59.66,13288.96,13.45,5.57,0.0
R010,2023-08-25,5,62.83,17291.89,12.95,10.34,0.0
R010,2023-08-26,5,60.53,18227.65,14.01,10.24,0.0
R010,2023-08-27,6,65.66,14668.44,6.96,8.22,0.0
R010,2023-08-28,5,52.94,16874.64,5.53,11.51,4.85
R010,2023-08-29,6,54.46,19259.69,8.75,8.71,2.32
R010,2023-08-30,4,58.17,12023.77,9.72,10.86,0.33
R010,2023-08-31,4,57.03,17755.06,6.2,9.96,0.26
R010,2023-09-01,4,59.95,17953.49,11.26,9.77,0.0
R010,2023-09-02,6,50.5,16546.43,12.71,10.15,5.48
R010,2023-09-03,4,54.83,16674.84,14.24,11.48,3.29
R010,2023-09-04,5,47.23,16477.09,13.35,12.18,10.42
R010,2023-09-05,5,58.41,15236.35,10.45,10.86,0.34
R010,2023-09-06,5,56.19,16525.21,11.9,10.78,1.14
R010,2023-09-07,3,60.31,18691.15,14.77,8.21,0.34
R010,2023-09-08,3,62.53,18114.52,7.67,10.54,0.34
R010,2023-09-09,4,57.26,15253.95,11.74,11.36,1.16
R010,2023-09-10,5,60.12,18978.44,10.79,12.51,2.82
R010,2023-09-11,5,49.7,16093.43,13.02,13.04,9.72
R010,2023-09-12,8,62.73,20695.26,7.61,11.77,1.7
R010,2023-09-13,4,62.03,16186.01,6.16,12.19,2.33
R010,2023-09-14,5,56.26,16923.98,9.1,10.19,0.87
R010,2023-09-15,6,53.11,15058.68,12.93,11.45,4.61
R010,2023-09-16,3,61.14,14444.33,14.89,9.99,0.34
R010,2023-09-17,4,59.16,16983.24,7.05,8.85,0.0
R010,2023-09-18,6,59.37,19661.21,7.15,9.51,0.0
R010,2023-09-19,5,64.83,16833.59,13.04,8.37,0.0
R010,2023-09-20,3,57.5,19455.62,10.08,13.16,4.13
R010,2023-09-21,5,51.91,15030.96,6.24,8.84,4.35
R010,2023-09-22,4,55.02,13672.14,14.04,11.82,3.63
R010,2023-09-23,3,57.44,18826.06,5.52,11.11,1.06
R010,2023-09-24,4,63.73,12807.03,11.32,5.8,0.0
R010,2023-09-25,4,55.21,13895.34,10.65,7.81,1.71
R010,2023-09-26,4,54.79,15997.91,11.07,11.59,3.48
R010,2023-09-27,3,45.55,15657.7,6.84,10.79,10.02
R010,2023-09-28,3,55.89,16126.01,10.86,12.62,4.5
R010,2023-09-29,3,65.36,20809.56,12.09,10.78,0.56
R010,2023-09-30,6,56.48,15892.73,11.52,10.08,0.7
R010,2023-10-01,5,51.68,16700.06,11.56,10.23,4.54
R010,2023-10-02,5,60.75,17348.58,9.52,7.16,0.0
R010,2023-10-03,6,65.04,15686.76,9.99,11.56,1.39
R010,2023-10-04,8,61.76,16024.92,6.68,13.9,4.89
R010,2023-10-05,3,61.98,17483.2,9.32,10.71,0.45
R010,2023-10-06,5,57.14,16471.49,14.17,9.23,0.17
R010,2023-10-07,6,49.43,15906.53,13.99,12.18,8.65
R010,2023-10-08,5,57.13,14030.72,8.78,9.16,0.18
R010,2023-10-09,4,53.02,13495.62,10.51,7.03,3.47
R010,2023-10-10,4,61.91,16604.23,12.25,11.77,1.7
R010,2023-10-11,4,56.18,17497.41,7.39,10.58,0.94
R010,2023-10-12,5,57.06,17151.35,12.29,11.9,2.12
R010,2023-10-13,4,55.16,16409.94,12.26,12.19,4.08
R010,2023-10-14,4,61.36,15850.0,8.63,8.93,0.0
R010,2023-10-15,7,51.39,16346.48,6.34,11.13,5.51
R010,2023-10-16,3,55.0,14430.45,8.66,9.55,2.23
R010,2023-10-17,5,56.5,14137.23,13.38,10.7,0.77
R010,2023-10-18,4,59.81,13531.41,10.28,12.53,2.84
R010,2023-10-19,6,58.66,16031.23,8.83,7.42,0.0
R010,2023-10-20,5,60.12,14227.92,14.53,10.47,0.0
R010,2023-10-21,6,49.26,15773.02,7.1,9.11,6.48
R010,2023-10-22,4,55.22,16446.32,8.38,12.49,4.49
R010,2023-10-23,3,48.65,14135.1,6.48,11.96,9.29
R010,2023-10-24,6,49.78,17636.03,5.78,10.94,6.52
R010,2023-10-25,5,58.36,16014.69,7.93,9.81,0.0
R010,2023-10-26,6,50.6,15690.91,9.5,9.01,5.4
R010,2023-10-27,5,51.49,17147.81,5.88,13.88,9.56
R010,2023-10-28,4,63.29,14395.0,8.17,12.0,2.05
R010,2023-10-29,5,58.86,13511.46,14.88,10.68,0.07
R010,2023-10-30,5,59.54,17490.63,14.53,15.19,6.83
R010,2023-10-31,4,53.51,16861.08,14.13,11.33,4.11
R010,2023-11-01,5,50.64,15230.96,12.78,13.55,9.74
R010,2023-11-02,3,59.81,17266.87,11.62,8.95,0.34
R010,2023-11-03,5,62.15,13257.14,13.78,12.7,3.09
R010,2023-11-04,6,62.57,15437.02,14.81,9.89,0.0
R010,2023-11-05,5,48.79,13499.29,8.28,10.91,7.26
R010,2023-11-06,6,62.85,17533.21,10.9,8.13,0.0
R010,2023-11-07,3,57.8,13887.35,13.25,15.15,7.11
R010,2023-11-08,4,65.92,15316.14,12.8,7.38,0.0
R010,2023-11-09,5,58.91,16287.06,11.11,7.91,0.0
R010,2023-11-10,4,53.67,15899.17,5.86,12.07,5.09
R010,2023-11-11,4,56.75,15276.39,8.88,9.49,0.48
R010,2023-11-12,5,56.46,17081.42,14.3,11.66,2.25
R010,2023-11-13,5,60.38,15358.01,14.71,12.75,3.18
R010,2023-11-14,4,53.1,13462.16,7.62,13.55,7.78
R010,2023-11-15,4,56.5,19498.44,10.73,12.43,3.38
R010,2023-11-16,4,53.65,18590.61,13.16,13.77,7.67
R010,2023-11-17,4,57.69,14288.07,9.53,10.87,0.35
R010,2023-11-18,5,58.26,13998.65,10.81,13.3,3.99
R010,2023-11-19,6,60.21,14139.23,13.71,11.73,1.64
R010,2023-11-20,4,52.75,18362.4,8.5,10.15,3.68
R010,2023-11-21,5,55.34,15869.47,11.64,5.73,1.61
R010,2023-11-22,4,61.63,12227.1,9.08,10.95,0.47
R010,2023-11-23,5,66.31,17764.82,13.1,7.34,0.0
R010,2023-11-24,3,57.5,18324.26,10.75,11.96,2.32
R010,2023-11-25,6,64.59,17067.97,13.72,12.02,2.08
R010,2023-11-26,6,59.61,12965.36,10.0,11.7,1.59
R010,2023-11-27,6,55.25,16186.23,9.98,9.87,1.68
R010,2023-11-28,3,55.87,15392.68,12.95,13.0,5.07
R010,2023-11-29,4,58.26,15992.34,14.99,10.54,0.0
R010,2023-11-30,4,57.85,16782.21,6.57,10.04,0.0
R010,2023-12-01,4,55.59,14327.86,10.83,11.74,3.06
R010,2023-12-02,6,57.22,12661.28,14.45,10.95,0.58
R010,2023-12-03,5,54.27,14627.84,14.34,10.99,3.01
R010,2023-12-04,5,65.62,18124.17,10.54,9.71,0.0
R010,2023-12-05,5,54.58,16357.1,12.41,9.59,2.22
R010,2023-12-06,4,53.78,15308.51,5.51,11.75,4.53
R010,2023-12-07,6,59.85,14903.52,6.77,8.03,0.0
R010,2023-12-08,3,53.55,18083.84,9.69,9.12,3.39
R010,2023-12-09,6,58.08,19500.06,5.61,10.6,0.0
R010,2023-12-10,5,57.3,14086.37,5.51,7.02,0.04
R010,2023-12-11,5,58.9,12081.78,9.03,8.5,0.0
R010,2023-12-12,4,60.0,14251.87,13.91,10.88,0.37
R010,2023-12-13,5,54.2,16433.51,8.92,8.37,2.53
R010,2023-12-14,4,50.0,17771.89,13.29,10.51,5.88
R010,2023-12-15,4,57.49,16723.51,5.56,13.51,4.32
R010,2023-12-16,6,59.57,15810.0,5.39,6.02,0.0
R010,2023-12-17,6,53.53,14397.06,12.87,11.91,4.96
R010,2023-12-18,4,52.35,14592.3,7.35,15.04,10.6
R010,2023-12-19,4,60.97,14506.33,11.12,10.58,0.0
R010,2023-12-20,5,57.91,16896.27,6.25,10.71,0.12
R010,2023-12-21,5,53.42,14983.56,9.95,11.14,3.9
R010,2023-12-22,3,55.94,17034.87,13.71,7.45,1.47
R010,2023-12-23,5,57.71,15741.7,12.17,13.33,4.05
R010,2023-12-24,5,53.66,18092.17,9.21,12.23,5.35
R010,2023-12-25,5,63.53,16008.26,7.31,9.84,0.0
R010,2023-12-26,2,53.05,10985.36,9.49,11.3,8.77
R010,2023-12-27,6,56.12,16059.02,14.45,9.52,0.99
R010,2023-12-28,6,66.66,15660.14,13.45,9.43,0.0
R010,2023-12-29,4,61.69,16750.26,8.16,9.0,0.0
R010,2023-12-30,5,53.03,17107.73,5.02,10.08,3.46
R010,2023-12-31,4,63.15,18376.48,10.22,7.07,0.0
R010,2024-01-01,5,60.15,13954.89,6.66,11.43,1.19
R010,2024-01-02,3,71.52,15246.78,13.44,12.8,3.59
R010,2024-01-03,7,57.23,17015.95,9.85,11.68,1.67
R010,2024-01-04,4,47.05,10881.91,11.91,14.49,14.02
R010,2024-01-05,5,52.5,14048.4,11.95,10.17,3.88
R010,2024-01-06,7,49.62,16302.33,11.72,10.76,6.37
R010,2024-01-07,4,66.17,17278.61,10.48,11.62,1.47
R010,2024-01-08,6,63.35,13776.83,7.65,12.19,2.33
R010,2024-01-09,4,71.96,17100.6,13.52,6.91,0.0
R010,2024-01-10,4,52.98,15758.31,6.54,11.3,4.48
R010,2024-01-11,4,54.28,17253.7,10.35,12.75,5.63
R010,2024-01-12,5,63.1,18119.25,5.84,7.09,0.0
R010,2024-01-13,4,57.3,17526.4,14.1,8.23,0.04
R010,2024-01-14,3,55.76,18510.81,5.4,10.44,1.62
R010,2024-01-15,6,52.26,14782.94,11.13,7.28,4.08
R010,2024-01-16,3,65.87,19773.23,7.52,10.15,0.34
R010,2024-01-17,3,60.56,16755.29,10.15,12.46,3.08
R010,2024-01-18,3,57.5,17991.57,8.35,7.54,0.34
R010,2024-01-19,5,61.12,18814.25,13.12,11.5,1.3
R010,2024-01-20,3,60.73,21563.01,14.76,9.51,0.34
R010,2024-01-21,5,59.97,16762.61,7.87,9.67,0.0
R010,2024-01-22,4,63.49,18956.71,6.18,10.5,0.0
R010,2024-01-23,5,51.06,17538.5,7.47,7.79,5.03
R010,2024-01-24,5,53.31,19128.27,7.4,9.51,3.24
R010,2024-01-25,5,63.43,16580.85,13.34,11.24,0.9
R010,2024-01-26,5,59.75,17778.8,11.74,14.51,5.82
R010,2024-01-27,4,60.59,17787.15,14.46,10.48,0.0
R010,2024-01-28,5,57.92,16875.14,5.21,9.89,0.0
R010,2024-01-29,4,57.67,15869.14,6.32,10.65,0.02
R010,2024-01-30,6,57.41,15561.96,12.75,12.74,3.16
R010,2024-01-31,5,58.75,12468.22,10.01,13.86,4.84
R010,2024-02-01,5,57.23,14864.02,7.49,12.51,2.91
R010,2024-02-02,5,60.26,18051.49,6.93,10.17,0.0
R010,2024-02-03,4,46.16,15409.03,12.27,10.45,8.96
R010,2024-02-04,6,54.54,12696.08,7.98,10.8,2.49
R010,2024-02-05,7,59.12,12437.52,9.77,12.02,2.07
R010,2024-02-06,4,64.42,16159.67,14.11,11.41,1.16
R010,2024-02-07,5,58.74,19194.28,13.97,10.56,0.0
R010,2024-02-08,6,59.46,16017.96,7.96,10.75,0.17
R010,2024-02-09,5,60.83,14563.56,9.44,8.9,0.0
R010,2024-02-10,5,57.72,14366.72,9.1,10.11,0.0
R010,2024-02-11,4,60.4,14556.05,8.4,9.52,0.0
R010,2024-02-12,4,52.84,14215.25,10.37,9.99,3.61
R010,2024-02-13,6,59.82,16446.8,11.83,13.13,3.75
R010,2024-02-14,3,60.18,15020.36,5.92,14.58,6.25
R010,2024-02-15,4,46.93,14560.61,10.82,10.46,8.34
R010,2024-02-16,4,51.43,19708.65,9.61,7.59,4.74
R010,2024-02-17,6,55.85,16914.64,6.61,9.29,1.2
R010,2024-02-18,3,61.57,15606.53,13.47,9.74,0.34
R010,2024-02-19,3,58.36,13227.05,5.01,8.86,0.34
R010,2024-02-20,5,60.59,14586.82,8.01,10.46,0.0
R010,2024-02-21,4,73.44,12078.85,7.37,10.96,0.48
R010,2024-02-22,5,57.94,16454.76,8.7,10.91,0.4
R010,2024-02-23,4,50.53,16362.86,10.27,11.55,6.82
R010,2024-02-24,5,57.66,16126.4,14.85,8.43,0.0
R010,2024-02-25,5,56.06,13710.65,5.43,10.8,1.28
R010,2024-02-26,6,58.03,16715.54,7.35,12.83,3.29
R010,2024-02-27,5,56.42,15406.41,7.8,13.37,4.85
R010,2024-02-28,4,66.21,15011.51,9.49,11.39,1.14
R010,2024-02-29,5,58.64,16786.31,13.35,10.88,0.37
R010,2024-03-01,6,60.58,17675.12,14.0,8.71,0.0
R010,2024-03-02,5,51.82,19260.22,9.5,6.35,4.43
R010,2024-03-03,4,46.94,14585.31,13.53,11.52,9.66
R010,2024-03-04,5,52.47,17344.41,7.91,8.99,3.91
R010,2024-03-05,5,61.65,16238.18,6.65,5.66,0.0
R010,2024-03-06,4,53.41,16912.06,5.09,11.71,4.76
R010,2024-03-07,4,59.63,17334.82,9.73,9.76,0.0
R010,2024-03-08,5,55.66,16481.26,8.94,9.14,1.35
R010,2024-03-09,4,44.18,12637.59,11.72,12.64,13.54
R010,2024-03-10,4,53.71,13940.96,14.29,11.48,4.18
R010,2024-03-11,4,59.59,15742.22,8.34,12.97,3.5
R010,2024-03-12,5,59.6,16483.1,11.86,11.28,0.96
R010,2024-03-13,4,56.71,17794.97,7.91,13.71,5.13
R010,2024-03-14,6,71.86,17970.66,13.17,8.06,0.0
R010,2024-03-15,3,59.89,16444.5,7.86,9.69,0.34
R010,2024-03-16,3,60.9,23358.32,14.84,13.27,4.29
R010,2024-03-17,5,53.34,15861.71,10.53,11.84,5.02
R010,2024-03-18,7,59.55,18545.3,6.32,8.69,0.0
R010,2024-03-19,6,58.42,14481.86,11.65,9.43,0.0
R010,2024-03-20,5,55.64,14178.14,6.95,14.14,6.62
R010,2024-03-21,3,56.49,20389.32,11.97,10.92,1.46
R010,2024-03-22,4,55.85,15360.94,10.17,9.78,1.2
R010,2024-03-23,5,56.23,15276.6,5.48,8.19,0.9
R010,2024-03-24,5,60.84,16369.5,14.98,10.7,0.1
R010,2024-03-25,4,59.21,15139.87,5.11,12.55,2.87
R010,2024-03-26,4,60.87,16736.85,7.68,10.33,0.0
R010,2024-03-27,4,56.45,17694.99,10.15,12.18,3.03
R010,2024-03-28,5,61.72,18103.34,6.49,11.37,1.11
R010,2024-03-29,4,62.07,13262.21,14.26,16.27,8.45
R010,2024-03-30,5,56.69,12973.41,14.18,11.46,1.76
R010,2024-03-31,5,67.55,17349.78,8.29,15.85,7.82
R010,2024-04-01,3,65.36,16268.17,9.32,13.6,4.78
R010,2024-04-02,4,49.31,13845.59,5.48,8.18,6.43
R010,2024-04-03,5,56.26,17220.81,9.8,12.98,4.39
R010,2024-04-04,4,54.14,13857.06,8.99,11.91,4.48
R010,2024-04-05,5,61.82,18569.38,13.61,10.37,0.0
R010,2024-04-06,5,57.91,16974.81,13.06,11.65,1.52
R010,2024-04-07,4,52.91,18373.25,6.12,13.9,8.45
R010,2024-04-08,5,63.44,16231.82,5.16,10.0,0.0
R010,2024-04-09,5,61.57,14045.0,13.05,11.07,0.65
R010,2024-04-10,4,58.52,17846.59,5.65,8.69,0.0
R010,2024-04-11,5,52.87,15559.51,13.75,8.4,3.59
R010,2024-04-12,5,61.34,13369.01,8.16,9.48,0.0
R010,2024-04-13,5,59.42,16174.72,9.85,9.13,0.0
R010,2024-04-14,3,53.07,18102.63,8.45,9.14,3.77
R010,2024-04-15,3,54.76,15137.42,13.01,10.5,2.42
R010,2024-04-16,4,62.32,14896.75,14.59,11.34,1.05
R010,2024-04-17,6,56.32,18991.47,12.04,6.93,0.83
R010,2024-04-18,5,65.65,15450.44,10.92,10.0,0.0
R010,2024-04-19,5,53.52,17006.04,14.78,11.49,4.35
R010,2024-04-20,4,60.98,17636.21,5.96,9.06,0.0
R010,2024-04-21,5,54.91,16222.75,14.95,9.94,1.95
R010,2024-04-22,4,53.17,17907.62,5.96,16.27,11.8
R010,2024-04-23,5,49.12,17410.22,11.77,9.74,6.59
R010,2024-04-24,5,58.17,13979.75,12.91,8.74,0.0
R010,2024-04-25,6,56.22,19590.82,10.75,11.43,2.1
R010,2024-04-26,4,64.44,19584.8,5.01,10.97,0.49
R010,2024-04-27,5,60.83,16149.55,10.47,9.59,0.0
R010,2024-04-28,4,53.35,17567.48,11.3,8.33,3.21
R010,2024-04-29,4,72.22,15313.25,11.38,8.24,0.0
R010,2024-04-30,3,50.21,14849.11,13.61,9.95,6.05
R010,2024-05-01,4,53.57,14743.03,8.08,11.97,5.04
R010,2024-05-02,5,50.27,18762.97,12.66,7.44,5.67
R010,2024-05-03,5,63.89,18745.08,6.61,9.74,0.0
R010,2024-05-04,3,66.84,11621.44,9.86,8.5,0.34
R010,2024-05-05,5,58.06,15634.67,7.09,11.15,0.77
R010,2024-05-06,5,60.88,18503.94,7.34,10.57,0.0
R010,2024-05-07,4,57.22,18133.3,10.92,8.66,0.11
R010,2024-05-08,4,56.35,16497.15,14.67,8.87,0.8
R010,2024-05-09,4,55.08,15490.49,6.31,7.95,1.82
R010,2024-05-10,4,43.52,16129.0,8.58,13.85,15.89
R010,2024-05-11,4,58.73,15764.51,5.15,9.53,0.0
R010,2024-05-12,6,53.44,12379.89,10.69,10.52,3.13
R010,2024-05-13,3,64.31,14508.82,5.06,5.22,0.34
R010,2024-05-14,5,51.73,12928.21,8.27,13.12,8.22
R010,2024-05-15,4,52.67,13524.28,8.81,10.72,3.87
R010,2024-05-16,5,57.04,16961.74,12.03,11.53,1.59
R010,2024-05-17,3,48.4,13650.01,7.79,12.06,9.64
R010,2024-05-18,5,49.62,15896.3,7.76,15.47,13.43
R010,2024-05-19,4,63.8,18786.7,5.16,13.14,3.75
R010,2024-05-20,5,57.29,16866.52,11.32,11.76,1.74
R010,2024-05-21,4,51.92,18273.33,6.19,10.61,4.35
R010,2024-05-22,5,58.92,16579.05,9.3,10.18,0.0
R010,2024-05-23,5,62.42,15867.89,14.14,10.62,0.0
R010,2024-05-24,3,66.06,17008.26,13.6,11.76,2.03
R010,2024-05-25,6,51.23,15451.69,5.24,11.04,5.51
R010,2024-05-26,5,46.88,16603.63,7.51,12.67,11.44
R010,2024-05-27,4,50.5,21397.51,10.76,10.3,5.49
R010,2024-05-28,4,44.7,17765.19,13.74,16.17,18.42
R010,2024-05-29,6,56.05,16696.6,14.22,11.65,2.57
R010,2024-05-30,5,66.92,16648.69,14.92,10.91,0.4
R010,2024-05-31,7,49.6,19078.6,14.84,7.28,6.2
R010,2024-06-01,3,55.08,18862.12,14.01,13.13,5.9
R010,2024-06-02,4,60.56,16090.51,11.33,12.37,2.61
R010,2024-06-03,5,58.84,19500.14,6.32,12.07,2.16
R010,2024-06-04,5,59.19,15558.49,12.22,10.93,0.45
R010,2024-06-05,4,63.2,14403.74,9.52,8.17,0.0
R010,2024-06-06,5,50.1,17743.1,9.69,11.49,7.08
