lead_id,customer_id,country,service_type,lead_date,assigned_at,converted_at,lead_status,lead_source
L01496,C01811,SE,audit,2024-08-20,,,unassigned,organic
L01497,C01800,SE,accounting,2024-09-16,2024-09-20,2024-10-09,converted,referral
L01498,C01938,SE,bookkeeping,2024-09-13,2024-09-16,2024-09-24,converted,paid
L01499,C01811,SE,payroll,2024-09-18,2024-09-22,,lost,paid
L01500,C01749,SE,tax_advisory,2024-09-05,2024-09-06,,lost,partner
L01501,C01900,SE,payroll,2024-09-02,2024-09-02,,lost,paid
L01502,C01605,SE,accounting,2024-09-15,2024-09-15,2024-09-25,converted,partner
L01503,C01612,SE,tax_advisory,2024-09-14,2024-09-15,2024-09-29,converted,organic
L01504,C01666,SE,payroll,2024-09-26,2024-09-27,2024-10-09,converted,partner
L01505,C02192,SE,audit,2024-09-23,2024-09-26,,pending,organic
L01506,C02290,SE,accounting,2024-09-28,2024-09-30,,pending,partner
L01507,C01947,SE,accounting,2024-09-25,2024-09-25,2024-09-29,converted,organic
L01508,C01837,SE,accounting,2024-09-27,2024-09-27,,pending,referral
L01509,C02080,SE,audit,2024-09-23,2024-09-29,,lost,partner
L01510,C01924,SE,payroll,2024-09-22,2024-09-23,,lost,partner
L01511,C02041,SE,audit,2024-09-05,2024-09-08,2024-09-25,converted,partner
L01512,C01897,SE,tax_advisory,2024-09-15,2024-09-16,2024-09-28,converted,paid
L01513,C02219,SE,tax_advisory,2024-09-16,2024-09-16,2024-09-21,converted,paid
L01514,C01943,SE,tax_advisory,2024-09-26,,,unassigned,referral
L01515,C02030,SE,bookkeeping,2024-09-27,,,unassigned,partner
L01516,C02007,SE,audit,2024-09-05,2024-09-05,2024-09-10,converted,organic
L01517,C01761,SE,tax_advisory,2024-09-20,2024-09-21,,pending,organic
L01518,C02304,SE,bookkeeping,2024-09-09,2024-09-10,2024-09-15,converted,paid
L01519,C01812,SE,audit,2024-10-16,2024-10-17,2024-10-26,converted,paid
L01520,C01881,SE,audit,2024-10-21,,,unassigned,referral
L01521,C02325,SE,audit,2024-10-21,2024-10-21,,pending,partner
L01522,C01954,SE,payroll,2024-10-18,,,unassigned,paid
L01523,C01954,SE,bookkeeping,2024-10-15,2024-10-16,,lost,referral
L01524,C02268,SE,payroll,2024-10-28,2024-10-28,2024-11-11,converted,referral
L01525,C02069,SE,payroll,2024-10-08,2024-10-08,2024-11-02,converted,partner
L01526,C02268,SE,bookkeeping,2024-10-17,2024-10-18,2024-11-11,converted,paid
L01527,C02133,SE,audit,2024-10-19,2024-10-19,2024-11-04,converted,referral
L01528,C01896,SE,accounting,2024-10-04,2024-10-05,,lost,partner
L01529,C01947,SE,accounting,2024-10-13,2024-10-17,2024-10-31,converted,organic
L01530,C02158,SE,payroll,2024-10-16,2024-10-16,,pending,referral
L01531,C01693,SE,bookkeeping,2024-10-26,2024-10-27,2024-11-02,converted,organic
L01532,C02191,SE,audit,2024-10-03,2024-10-04,2024-10-11,converted,organic
L01533,C02099,SE,tax_advisory,2024-10-27,2024-10-30,2024-11-15,converted,organic
L01534,C01868,SE,tax_advisory,2024-10-12,2024-10-12,2024-11-04,converted,organic
L01535,C01684,SE,audit,2024-10-13,2024-10-15,,lost,referral
L01536,C01861,SE,tax_advisory,2024-10-14,2024-10-15,,lost,partner
L01537,C02149,SE,tax_advisory,2024-10-25,2024-10-30,,pending,organic
L01538,C02317,SE,audit,2024-10-20,2024-10-21,,pending,organic
L01539,C01833,SE,tax_advisory,2024-10-19,2024-10-19,2024-11-12,converted,referral
L01540,C01705,SE,bookkeeping,2024-10-23,2024-10-28,2024-11-07,converted,referral
L01541,C01991,SE,tax_advisory,2024-11-24,2024-11-28,,pending,organic
L01542,C01585,SE,accounting,2024-11-26,2024-12-01,2024-12-18,converted,referral
L01543,C01949,SE,accounting,2024-11-18,2024-11-18,,lost,partner
L01544,C02221,SE,tax_advisory,2024-11-10,2024-11-11,,lost,organic
L01545,C01734,SE,bookkeeping,2024-11-18,2024-11-20,,pending,partner
L01546,C02184,SE,audit,2024-11-15,2024-11-21,,lost,paid
L01547,C01952,SE,accounting,2024-11-09,2024-11-09,,pending,partner
L01548,C02011,SE,bookkeeping,2024-11-09,2024-11-10,,lost,referral
L01549,C02262,SE,payroll,2024-11-04,,,unassigned,referral
L01550,C01864,SE,tax_advisory,2024-11-23,2024-11-29,,lost,referral
L01551,C01879,SE,bookkeeping,2024-11-18,2024-11-18,2024-11-23,converted,paid
L01552,C01720,SE,accounting,2024-11-25,2024-11-25,2024-12-12,converted,referral
L01553,C02321,SE,bookkeeping,2024-11-25,2024-11-26,,pending,partner
L01554,C02118,SE,bookkeeping,2024-11-11,,,unassigned,organic
L01555,C01967,SE,accounting,2024-11-06,2024-11-11,2024-11-29,converted,paid
L01556,C02031,SE,audit,2024-11-04,2024-11-04,2024-11-20,converted,paid
L01557,C02323,SE,bookkeeping,2024-11-11,2024-11-17,2024-11-26,converted,partner
L01558,C02179,SE,accounting,2024-11-09,2024-11-09,2024-12-04,converted,referral
L01559,C02354,SE,accounting,2024-11-15,2024-11-15,2024-11-20,converted,paid
L01560,C01802,SE,audit,2024-11-01,2024-11-02,2024-11-14,converted,organic
L01561,C01932,SE,audit,2024-11-01,2024-11-02,2024-11-10,converted,partner
L01562,C01847,SE,bookkeeping,2024-11-09,2024-11-09,2024-11-26,converted,paid
L01563,C01698,SE,tax_advisory,2024-12-07,2024-12-08,2024-12-26,converted,referral
L01564,C02267,SE,audit,2024-12-01,2024-12-02,,lost,partner
L01565,C02288,SE,tax_advisory,2024-12-05,2024-12-07,,lost,organic
L01566,C01732,SE,tax_advisory,2024-12-02,2024-12-02,2024-12-25,converted,partner
L01567,C01820,SE,payroll,2024-12-05,2024-12-05,2024-12-14,converted,referral
L01568,C01963,SE,tax_advisory,2024-12-21,2024-12-22,,pending,partner
L01569,C01677,SE,bookkeeping,2024-12-27,2024-12-29,2025-01-05,converted,referral
L01570,C02009,SE,payroll,2024-12-08,2024-12-09,2024-12-24,converted,partner
L01571,C02374,SE,tax_advisory,2024-12-21,,,unassigned,referral
L01572,C01900,SE,payroll,2024-12-28,2024-12-29,2025-01-20,converted,organic
L01573,C02301,SE,accounting,2024-12-20,2024-12-21,,pending,paid
L01574,C01912,SE,bookkeeping,2024-12-23,2024-12-24,2025-01-05,converted,paid
L01575,C02101,SE,tax_advisory,2024-12-23,2024-12-28,2025-01-15,converted,referral
L01576,C01755,SE,payroll,2024-12-28,2024-12-29,,lost,paid
L01577,C02001,SE,audit,2024-12-03,2024-12-04,2024-12-10,converted,referral
L01578,C02102,SE,accounting,2024-12-08,2024-12-09,2024-12-17,converted,organic
L01579,C01964,SE,payroll,2024-12-04,2024-12-04,,pending,paid
L01580,C02209,SE,audit,2024-12-10,,,unassigned,referral
L01581,C02169,SE,accounting,2024-12-01,2024-12-02,2024-12-26,converted,organic
L01582,C02005,SE,bookkeeping,2024-12-22,2024-12-23,2024-12-27,converted,partner
L01583,C01768,SE,audit,2024-12-16,2024-12-16,,pending,referral
L01584,C02200,SE,accounting,2024-12-22,2024-12-23,,lost,referral
L01585,C02457,DE,tax_advisory,2023-01-11,2023-01-11,,pending,organic
L01586,C02592,DE,accounting,2023-01-20,2023-01-21,2023-02-08,converted,partner
L01587,C02618,DE,accounting,2023-01-19,2023-01-20,2023-02-03,converted,paid
L01588,C02488,DE,tax_advisory,2023-01-09,,,unassigned,partner
L01589,C02636,DE,payroll,2023-01-09,2023-01-14,,lost,referral
L01590,C02625,DE,payroll,2023-01-19,2023-01-19,,lost,paid
L01591,C02518,DE,payroll,2023-01-12,2023-01-12,,pending,paid
L01592,C02445,DE,payroll,2023-01-16,2023-01-17,2023-02-09,converted,organic
L01593,C02594,DE,payroll,2023-01-17,2023-01-17,2023-01-22,converted,referral
L01594,C02607,DE,payroll,2023-01-15,2023-01-16,,lost,referral
L01595,C02451,DE,accounting,2023-01-27,2023-01-28,2023-02-06,converted,referral
L01596,C02505,DE,bookkeeping,2023-01-03,2023-01-03,2023-01-18,converted,organic
L01597,C02588,DE,payroll,2023-01-22,2023-01-22,,lost,referral
L01598,C02418,DE,accounting,2023-01-22,2023-01-27,2023-02-20,converted,partner
L01599,C02529,DE,accounting,2023-01-08,2023-01-09,,pending,partner
L01600,C02525,DE,payroll,2023-01-25,2023-01-25,2023-02-15,converted,partner
L01601,C02634,DE,bookkeeping,2023-01-22,2023-01-22,,lost,paid
L01602,C02407,DE,bookkeeping,2023-01-13,,,unassigned,paid
L01603,C02510,DE,bookkeeping,2023-01-05,2023-01-06,2023-01-09,converted,organic
L01604,C02488,DE,audit,2023-01-06,2023-01-07,2023-01-26,converted,organic
L01605,C02557,DE,audit,2023-01-18,2023-01-21,,pending,partner
L01606,C02398,DE,bookkeeping,2023-01-08,2023-01-08,2023-01-12,converted,paid
L01607,C02571,DE,audit,2023-02-09,2023-02-09,,pending,organic
L01608,C02589,DE,bookkeeping,2023-02-07,2023-02-07,,pending,paid
L01609,C02573,DE,payroll,2023-02-24,2023-02-24,2023-03-06,converted,partner
L01610,C02407,DE,payroll,2023-02-26,2023-02-27,2023-03-14,converted,referral
L01611,C02420,DE,tax_advisory,2023-02-10,2023-02-11,,lost,organic
L01612,C02384,DE,bookkeeping,2023-02-05,2023-02-06,,lost,paid
L01613,C02631,DE,accounting,2023-02-25,,,unassigned,referral
L01614,C02533,DE,tax_advisory,2023-02-05,2023-02-05,,pending,referral
L01615,C02432,DE,accounting,2023-02-09,2023-02-09,2023-02-24,converted,paid
L01616,C02541,DE,audit,2023-02-28,2023-03-01,2023-03-05,converted,organic
L01617,C02622,DE,bookkeeping,2023-02-28,2023-03-01,,lost,partner
L01618,C02411,DE,payroll,2023-02-17,2023-02-17,,lost,referral
L01619,C02512,DE,payroll,2023-02-09,2023-02-10,2023-02-25,converted,paid
L01620,C02400,DE,accounting,2023-02-26,2023-02-27,2023-03-14,converted,referral
L01621,C02595,DE,payroll,2023-02-26,,,unassigned,partner
L01622,C02616,DE,audit,2023-02-18,2023-02-19,,pending,partner
L01623,C02612,DE,bookkeeping,2023-02-08,2023-02-09,2023-03-03,converted,paid
L01624,C02594,DE,accounting,2023-02-20,2023-02-20,,pending,paid
L01625,C02553,DE,accounting,2023-02-05,,,unassigned,paid
L01626,C02565,DE,audit,2023-02-26,2023-02-27,2023-03-05,converted,partner
L01627,C02651,DE,tax_advisory,2023-02-05,2023-02-05,2023-02-20,converted,referral
L01628,C02407,DE,audit,2023-02-24,2023-02-24,2023-03-13,converted,organic
L01629,C02594,DE,tax_advisory,2023-03-08,2023-03-08,,lost,organic
L01630,C02459,DE,tax_advisory,2023-03-07,,,unassigned,paid
L01631,C02465,DE,accounting,2023-03-07,2023-03-08,,pending,organic
L01632,C02550,DE,payroll,2023-03-08,2023-03-08,2023-03-11,converted,referral
L01633,C02414,DE,accounting,2023-03-19,2023-03-19,2023-04-06,converted,paid
L01634,C02675,DE,tax_advisory,2023-03-08,2023-03-09,2023-04-03,converted,referral
L01635,C02665,DE,accounting,2023-03-21,2023-03-22,,lost,organic
L01636,C02457,DE,accounting,2023-03-06,2023-03-06,2023-03-28,converted,organic
L01637,C02541,DE,audit,2023-03-08,2023-03-08,2023-03-20,converted,partner
L01638,C02413,DE,audit,2023-03-23,2023-03-29,2023-04-11,converted,partner
L01639,C02494,DE,payroll,2023-03-20,2023-03-20,,lost,paid
L01640,C02595,DE,bookkeeping,2023-03-18,2023-03-23,2023-04-13,converted,paid
L01641,C02676,DE,tax_advisory,2023-03-18,2023-03-19,,pending,organic
L01642,C02488,DE,tax_advisory,2023-03-08,2023-03-08,2023-04-02,converted,paid
L01643,C02498,DE,audit,2023-03-27,,,unassigned,referral
L01644,C02578,DE,accounting,2023-03-24,2023-03-24,,pending,partner
L01645,C02576,DE,accounting,2023-03-24,2023-03-25,2023-04-12,converted,partner
L01646,C02433,DE,bookkeeping,2023-03-12,2023-03-13,,pending,organic
L01647,C02590,DE,payroll,2023-03-17,2023-03-19,2023-03-22,converted,partner
L01648,C02453,DE,tax_advisory,2023-03-22,2023-03-22,,lost,organic
L01649,C02654,DE,payroll,2023-03-24,2023-03-25,,lost,paid
L01650,C02397,DE,payroll,2023-03-21,2023-03-21,2023-03-26,converted,organic
L01651,C02636,DE,bookkeeping,2023-04-09,2023-04-12,,lost,paid
L01652,C02637,DE,payroll,2023-04-09,2023-04-10,2023-04-15,converted,partner
L01653,C02400,DE,tax_advisory,2023-04-18,2023-04-19,,pending,paid
L01654,C02450,DE,payroll,2023-04-19,,,unassigned,paid
L01655,C02566,DE,audit,2023-04-03,2023-04-05,,pending,organic
L01656,C02687,DE,tax_advisory,2023-04-20,2023-04-20,2023-05-02,converted,referral
L01657,C02534,DE,accounting,2023-04-25,2023-04-25,2023-05-05,converted,organic
L01658,C02550,DE,tax_advisory,2023-04-22,2023-04-22,,pending,partner
L01659,C02541,DE,payroll,2023-04-02,,,unassigned,referral
L01660,C02595,DE,payroll,2023-04-07,2023-04-12,2023-04-20,converted,partner
L01661,C02618,DE,payroll,2023-04-10,2023-04-11,2023-04-28,converted,referral
L01662,C02651,DE,audit,2023-04-03,2023-04-04,2023-04-27,converted,paid
L01663,C02550,DE,tax_advisory,2023-04-19,2023-04-19,2023-04-22,converted,referral
L01664,C02418,DE,accounting,2023-04-12,2023-04-12,,lost,partner
L01665,C02443,DE,bookkeeping,2023-04-03,2023-04-05,2023-04-24,converted,paid
L01666,C02436,DE,audit,2023-04-07,2023-04-11,2023-04-17,converted,referral
L01667,C02441,DE,bookkeeping,2023-04-18,2023-04-22,,lost,paid
L01668,C02377,DE,bookkeeping,2023-04-26,2023-04-26,,lost,referral
L01669,C02681,DE,accounting,2023-04-01,2023-04-02,2023-04-18,converted,partner
L01670,C02698,DE,payroll,2023-04-27,2023-05-01,2023-05-24,converted,partner
L01671,C02530,DE,tax_advisory,2023-04-22,2023-04-23,2023-04-26,converted,organic
L01672,C02385,DE,payroll,2023-04-25,2023-04-25,,pending,referral
L01673,C02382,DE,tax_advisory,2023-05-02,2023-05-03,2023-05-06,converted,paid
L01674,C02473,DE,bookkeeping,2023-05-27,2023-05-27,,lost,organic
L01675,C02724,DE,accounting,2023-05-14,2023-05-18,,lost,partner
L01676,C02639,DE,audit,2023-05-16,2023-05-16,2023-05-24,converted,organic
L01677,C02494,DE,bookkeeping,2023-05-09,2023-05-11,2023-05-23,converted,partner
L01678,C02430,DE,payroll,2023-05-08,2023-05-09,2023-05-30,converted,paid
L01679,C02536,DE,bookkeeping,2023-05-27,,,unassigned,partner
L01680,C02696,DE,bookkeeping,2023-05-15,2023-05-16,,lost,paid
L01681,C02381,DE,tax_advisory,2023-05-07,2023-05-07,2023-05-18,converted,organic
L01682,C02410,DE,payroll,2023-05-22,2023-05-23,2023-06-12,converted,organic
L01683,C02498,DE,bookkeeping,2023-05-12,2023-05-13,,lost,organic
L01684,C02689,DE,tax_advisory,2023-05-28,2023-05-28,,lost,partner
L01685,C02665,DE,bookkeeping,2023-05-27,2023-05-27,2023-06-18,converted,organic
L01686,C02491,DE,audit,2023-05-19,2023-05-20,,pending,paid
L01687,C02697,DE,tax_advisory,2023-05-08,2023-05-08,,pending,referral
L01688,C02563,DE,bookkeeping,2023-05-24,,,unassigned,referral
L01689,C02448,DE,accounting,2023-05-25,2023-05-25,2023-06-02,converted,organic
L01690,C02714,DE,payroll,2023-05-12,2023-05-13,2023-05-31,converted,paid
L01691,C02475,DE,tax_advisory,2023-05-15,2023-05-15,,pending,partner
L01692,C02574,DE,payroll,2023-05-13,2023-05-13,2023-06-06,converted,organic
L01693,C02424,DE,bookkeeping,2023-05-09,2023-05-09,2023-05-13,converted,organic
L01694,C02514,DE,accounting,2023-05-24,2023-05-24,,pending,organic
L01695,C02474,DE,accounting,2023-06-28,2023-06-29,2023-07-12,converted,referral
L01696,C02554,DE,accounting,2023-06-11,2023-06-17,,lost,paid
L01697,C02708,DE,accounting,2023-06-22,2023-06-24,2023-07-17,converted,organic
L01698,C02749,DE,bookkeeping,2023-06-05,2023-06-05,2023-06-23,converted,organic
L01699,C02688,DE,accounting,2023-06-18,2023-06-18,,lost,paid
L01700,C02676,DE,audit,2023-06-05,,,unassigned,partner
L01701,C02565,DE,audit,2023-06-01,2023-06-02,,lost,partner
L01702,C02572,DE,accounting,2023-06-28,2023-07-01,,pending,organic
L01703,C02485,DE,accounting,2023-06-23,2023-06-24,2023-07-06,converted,partner
L01704,C02619,DE,bookkeeping,2023-06-19,2023-06-25,2023-07-20,converted,organic
L01705,C02626,DE,audit,2023-06-13,2023-06-14,2023-06-26,converted,paid
L01706,C02695,DE,tax_advisory,2023-06-16,2023-06-17,,lost,paid
L01707,C02572,DE,bookkeeping,2023-06-01,,,unassigned,organic
L01708,C02758,DE,audit,2023-06-27,2023-06-28,,lost,organic
L01709,C02737,DE,tax_advisory,2023-06-26,2023-06-27,,pending,paid
L01710,C02526,DE,payroll,2023-06-01,2023-06-02,2023-06-24,converted,organic
L01711,C02579,DE,payroll,2023-06-12,2023-06-12,2023-07-07,converted,referral
L01712,C02633,DE,tax_advisory,2023-06-10,2023-06-10,2023-07-04,converted,organic
L01713,C02690,DE,accounting,2023-06-09,2023-06-09,2023-06-16,converted,paid
L01714,C02720,DE,accounting,2023-06-01,2023-06-03,,pending,paid
L01715,C02525,DE,accounting,2023-06-20,2023-06-22,2023-07-15,converted,referral
L01716,C02660,DE,audit,2023-06-12,2023-06-13,,pending,paid
L01717,C02588,DE,accounting,2023-07-17,2023-07-17,,pending,paid
L01718,C02716,DE,payroll,2023-07-15,2023-07-16,,lost,organic
L01719,C02431,DE,bookkeeping,2023-07-16,2023-07-16,2023-08-03,converted,referral
L01720,C02449,DE,payroll,2023-07-08,2023-07-09,,lost,partner
L01721,C02759,DE,payroll,2023-07-14,2023-07-15,2023-07-24,converted,referral
L01722,C02477,DE,payroll,2023-07-06,2023-07-09,,pending,paid
L01723,C02634,DE,accounting,2023-07-25,2023-07-28,,pending,partner
L01724,C02630,DE,bookkeeping,2023-07-20,2023-07-20,,lost,organic
L01725,C02642,DE,bookkeeping,2023-07-06,2023-07-07,,lost,paid
L01726,C02559,DE,payroll,2023-07-09,,,unassigned,organic
L01727,C02428,DE,accounting,2023-07-06,2023-07-06,,pending,organic
L01728,C02746,DE,accounting,2023-07-17,2023-07-18,2023-08-07,converted,partner
L01729,C02498,DE,payroll,2023-07-24,2023-07-24,2023-08-04,converted,paid
L01730,C02414,DE,payroll,2023-07-16,2023-07-17,2023-08-07,converted,partner
L01731,C02687,DE,accounting,2023-07-22,2023-07-22,2023-08-11,converted,paid
L01732,C02581,DE,tax_advisory,2023-07-27,2023-07-28,2023-08-01,converted,organic
L01733,C02527,DE,audit,2023-07-24,,,unassigned,organic
L01734,C02467,DE,tax_advisory,2023-07-08,2023-07-09,2023-07-26,converted,referral
L01735,C02444,DE,bookkeeping,2023-07-02,,,unassigned,partner
L01736,C02509,DE,payroll,2023-07-12,2023-07-13,2023-07-22,converted,organic
L01737,C02616,DE,accounting,2023-07-09,2023-07-13,2023-07-30,converted,organic
L01738,C02663,DE,tax_advisory,2023-07-24,2023-07-25,,pending,paid
L01739,C02709,DE,payroll,2023-08-09,2023-08-10,2023-08-31,converted,paid
L01740,C02471,DE,tax_advisory,2023-08-12,2023-08-17,,lost,referral
L01741,C02586,DE,bookkeeping,2023-08-27,2023-08-27,,pending,paid
L01742,C02430,DE,tax_advisory,2023-08-12,2023-08-12,2023-08-30,converted,organic
L01743,C02405,DE,accounting,2023-08-10,2023-08-10,2023-08-28,converted,partner
L01744,C02497,DE,tax_advisory,2023-08-17,2023-08-17,,pending,referral
L01745,C02466,DE,audit,2023-08-07,2023-08-09,2023-08-13,converted,partner
L01746,C02630,DE,bookkeeping,2023-08-23,2023-08-24,2023-09-05,converted,partner
L01747,C02477,DE,audit,2023-08-20,,,unassigned,referral
L01748,C02421,DE,audit,2023-08-16,2023-08-16,,pending,organic
L01749,C02807,DE,payroll,2023-08-17,2023-08-17,2023-08-25,converted,referral
L01750,C02512,DE,accounting,2023-08-26,,,unassigned,paid
L01751,C02695,DE,audit,2023-08-25,2023-08-25,2023-09-05,converted,partner
L01752,C02487,DE,payroll,2023-08-16,2023-08-16,2023-08-30,converted,partner
L01753,C02513,DE,tax_advisory,2023-08-28,2023-08-28,2023-09-10,converted,referral
L01754,C02653,DE,payroll,2023-08-05,2023-08-06,2023-08-11,converted,paid
L01755,C02476,DE,audit,2023-08-14,2023-08-14,2023-08-19,converted,organic
L01756,C02605,DE,tax_advisory,2023-08-19,2023-08-24,,lost,paid
L01757,C02723,DE,audit,2023-08-26,2023-08-31,,pending,partner
L01758,C02524,DE,bookkeeping,2023-08-19,2023-08-19,,lost,referral
L01759,C02551,DE,tax_advisory,2023-08-16,2023-08-16,2023-08-27,converted,paid
L01760,C02682,DE,audit,2023-08-15,2023-08-16,,lost,organic
L01761,C02627,DE,payroll,2023-09-21,2023-09-21,,lost,referral
L01762,C02484,DE,bookkeeping,2023-09-25,,,unassigned,referral
L01763,C02638,DE,audit,2023-09-08,2023-09-08,2023-09-14,converted,organic
L01764,C02819,DE,payroll,2023-09-24,2023-09-25,2023-10-18,converted,referral
L01765,C02563,DE,payroll,2023-09-15,2023-09-15,2023-09-19,converted,referral
L01766,C02544,DE,accounting,2023-09-07,2023-09-08,2023-09-27,converted,organic
L01767,C02611,DE,payroll,2023-09-20,2023-09-21,,lost,paid
L01768,C02506,DE,audit,2023-09-19,,,unassigned,organic
L01769,C02705,DE,accounting,2023-09-13,2023-09-13,2023-10-08,converted,referral
L01770,C02675,DE,audit,2023-09-19,2023-09-19,,pending,referral
L01771,C02609,DE,audit,2023-09-08,2023-09-09,2023-09-27,converted,paid
L01772,C02426,DE,audit,2023-09-20,2023-09-20,2023-10-04,converted,paid
L01773,C02573,DE,bookkeeping,2023-09-13,2023-09-18,,lost,organic
L01774,C02424,DE,tax_advisory,2023-09-09,2023-09-15,2023-09-26,converted,paid
L01775,C02417,DE,audit,2023-09-25,2023-09-25,2023-10-01,converted,partner
L01776,C02380,DE,audit,2023-09-05,2023-09-05,,pending,organic
L01777,C02647,DE,tax_advisory,2023-09-16,2023-09-17,2023-09-23,converted,partner
L01778,C02516,DE,accounting,2023-09-14,2023-09-15,2023-10-01,converted,paid
L01779,C02676,DE,accounting,2023-09-18,2023-09-18,,lost,paid
L01780,C02726,DE,bookkeeping,2023-09-06,2023-09-06,,pending,partner
L01781,C02732,DE,audit,2023-09-27,2023-09-27,,pending,partner
L01782,C02618,DE,audit,2023-09-03,2023-09-04,2023-09-24,converted,referral
L01783,C02664,DE,payroll,2023-10-15,2023-10-16,,lost,partner
L01784,C02604,DE,tax_advisory,2023-10-15,2023-10-16,2023-10-24,converted,partner
L01785,C02726,DE,audit,2023-10-19,2023-10-20,2023-10-24,converted,organic
L01786,C02525,DE,audit,2023-10-24,2023-10-25,,lost,paid
L01787,C02529,DE,audit,2023-10-02,2023-10-02,2023-10-18,converted,partner
L01788,C02602,DE,payroll,2023-10-26,2023-10-31,,lost,partner
L01789,C02811,DE,accounting,2023-10-16,2023-10-22,,pending,referral
L01790,C02817,DE,accounting,2023-10-14,2023-10-15,2023-10-25,converted,organic
L01791,C02613,DE,audit,2023-10-01,2023-10-02,2023-10-23,converted,referral
L01792,C02480,DE,tax_advisory,2023-10-13,2023-10-13,2023-10-17,converted,organic
L01793,C02738,DE,audit,2023-10-01,2023-10-01,,pending,partner
L01794,C02446,DE,tax_advisory,2023-10-25,2023-10-31,2023-11-08,converted,partner
L01795,C02485,DE,tax_advisory,2023-10-11,,,unassigned,organic
L01796,C02516,DE,bookkeeping,2023-10-20,2023-10-20,,lost,referral
L01797,C02758,DE,accounting,2023-10-06,2023-10-06,2023-10-13,converted,paid
L01798,C02530,DE,accounting,2023-10-12,,,unassigned,partner
L01799,C02788,DE,audit,2023-10-04,2023-10-07,2023-10-28,converted,partner
L01800,C02542,DE,accounting,2023-10-09,2023-10-10,2023-11-04,converted,referral
L01801,C02697,DE,payroll,2023-10-25,2023-10-26,2023-11-20,converted,paid
L01802,C02383,DE,payroll,2023-10-14,2023-10-15,,pending,paid
L01803,C02574,DE,audit,2023-10-14,2023-10-20,2023-11-07,converted,paid
L01804,C02741,DE,accounting,2023-10-02,2023-10-02,,pending,partner
L01805,C02405,DE,bookkeeping,2023-11-08,2023-11-09,2023-11-14,converted,partner
L01806,C02727,DE,accounting,2023-11-19,2023-11-21,,lost,paid
L01807,C02866,DE,payroll,2023-11-22,2023-11-23,2023-12-13,converted,organic
L01808,C02635,DE,bookkeeping,2023-11-13,2023-11-14,,pending,organic
L01809,C02669,DE,accounting,2023-11-07,,,unassigned,paid
L01810,C02773,DE,accounting,2023-11-21,2023-11-22,2023-12-14,converted,partner
L01811,C02552,DE,accounting,2023-11-07,2023-11-08,,pending,partner
L01812,C02813,DE,payroll,2023-11-07,2023-11-08,2023-11-16,converted,referral
L01813,C02675,DE,audit,2023-11-21,2023-11-21,,lost,referral
L01814,C02830,DE,accounting,2023-11-07,2023-11-07,,lost,partner
L01815,C02497,DE,tax_advisory,2023-11-03,,,unassigned,paid
L01816,C02710,DE,payroll,2023-11-21,2023-11-22,2023-12-16,converted,partner
L01817,C02804,DE,bookkeeping,2023-11-21,2023-11-21,,pending,paid
L01818,C02384,DE,payroll,2023-11-07,2023-11-07,,lost,referral
L01819,C02841,DE,tax_advisory,2023-11-12,2023-11-12,2023-12-07,converted,paid
L01820,C02492,DE,bookkeeping,2023-11-09,2023-11-09,2023-12-01,converted,paid
L01821,C02710,DE,bookkeeping,2023-11-03,2023-11-07,2023-11-24,converted,referral
L01822,C02444,DE,bookkeeping,2023-11-15,2023-11-16,2023-11-26,converted,organic
L01823,C02820,DE,audit,2023-11-23,2023-11-23,2023-12-06,converted,organic
L01824,C02512,DE,tax_advisory,2023-11-15,2023-11-15,2023-11-23,converted,paid
L01825,C02684,DE,tax_advisory,2023-11-04,2023-11-05,,pending,partner
L01826,C02615,DE,bookkeeping,2023-11-16,2023-11-17,2023-11-23,converted,organic
L01827,C02589,DE,accounting,2023-12-08,2023-12-08,2023-12-23,converted,organic
L01828,C02688,DE,accounting,2023-12-26,,,unassigned,paid
L01829,C02432,DE,payroll,2023-12-05,2023-12-05,,pending,paid
L01830,C02576,DE,audit,2023-12-05,2023-12-08,,pending,organic
L01831,C02618,DE,payroll,2023-12-09,2023-12-09,,lost,referral
L01832,C02622,DE,tax_advisory,2023-12-01,,,unassigned,partner
L01833,C02846,DE,tax_advisory,2023-12-07,2023-12-10,2023-12-29,converted,partner
L01834,C02506,DE,payroll,2023-12-11,2023-12-17,2023-12-31,converted,referral
L01835,C02708,DE,bookkeeping,2023-12-22,2023-12-22,2024-01-11,converted,referral
L01836,C02771,DE,accounting,2023-12-16,2023-12-16,2023-12-22,converted,paid
L01837,C02797,DE,tax_advisory,2023-12-16,,,unassigned,partner
L01838,C02790,DE,accounting,2023-12-18,2023-12-19,2024-01-02,converted,paid
L01839,C02732,DE,bookkeeping,2023-12-17,2023-12-18,2024-01-09,converted,paid
L01840,C02771,DE,bookkeeping,2023-12-04,2023-12-10,,pending,paid
L01841,C02533,DE,audit,2023-12-03,2023-12-03,,lost,referral
L01842,C02831,DE,accounting,2023-12-16,2023-12-17,2024-01-08,converted,paid
L01843,C02517,DE,payroll,2023-12-09,2023-12-12,,pending,organic
L01844,C02656,DE,bookkeeping,2023-12-01,2023-12-01,,pending,paid
L01845,C02688,DE,bookkeeping,2023-12-09,2023-12-10,,lost,partner
L01846,C02710,DE,bookkeeping,2023-12-12,2023-12-18,2023-12-31,converted,partner
L01847,C02423,DE,bookkeeping,2023-12-20,2023-12-20,2024-01-04,converted,paid
