survey_id,customer_id,survey_date,nps_score,csat_score,country,comment
SV00745,C01185,2024-06-01,10,4,NO,Veldig fornøyd med tjenesten
SV00746,C01370,2024-06-02,10,5,NO,Veldig fornøyd med tjenesten
SV00747,C01176,2024-06-08,7,4,NO,Grei tjeneste totalt sett
SV00748,C00916,2024-06-01,9,5,NO,Veldig fornøyd med tjenesten
SV00749,C01181,2024-06-03,8,4,NO,Grei tjeneste totalt sett
SV00750,C01079,2024-06-14,0,1,NO,Skuffet over responstiden
SV00751,C01155,2024-06-01,10,5,NO,Veldig fornøyd med tjenesten
SV00752,C01122,2024-06-02,9,4,NO,Veldig fornøyd med tjenesten
SV00753,C01353,2024-06-11,8,3,NO,Grei tjeneste totalt sett
SV00754,C01437,2024-06-19,9,4,NO,Veldig fornøyd med tjenesten
SV00755,C01373,2024-06-16,9,5,NO,Veldig fornøyd med tjenesten
SV00756,C01178,2024-06-20,5,1,NO,Skuffet over responstiden
SV00757,C00934,2024-07-13,10,5,NO,Veldig fornøyd med tjenesten
SV00758,C01161,2024-07-28,7,4,NO,Grei tjeneste totalt sett
SV00759,C00832,2024-07-11,9,5,NO,Veldig fornøyd med tjenesten
SV00760,C01153,2024-07-17,9,4,NO,Veldig fornøyd med tjenesten
SV00761,C01075,2024-07-03,8,3,NO,Grei tjeneste totalt sett
SV00762,C01418,2024-07-09,5,3,NO,Skuffet over responstiden
SV00763,C01056,2024-07-21,8,4,NO,Grei tjeneste totalt sett
SV00764,C00821,2024-07-22,9,4,NO,Veldig fornøyd med tjenesten
SV00765,C01390,2024-07-09,10,4,NO,Veldig fornøyd med tjenesten
SV00766,C01344,2024-07-23,9,5,NO,Veldig fornøyd med tjenesten
SV00767,C01448,2024-07-28,8,4,NO,Grei tjeneste totalt sett
SV00768,C00883,2024-07-06,6,2,NO,Skuffet over responstiden
SV00769,C00909,2024-07-10,9,5,NO,Veldig fornøyd med tjenesten
SV00770,C01368,2024-07-24,8,3,NO,Grei tjeneste totalt sett
SV00771,C00869,2024-07-19,10,4,NO,Veldig fornøyd med tjenesten
SV00772,C01402,2024-07-16,6,1,NO,Skuffet over responstiden
SV00773,C01196,2024-07-17,9,5,NO,Veldig fornøyd med tjenesten
SV00774,C00808,2024-07-18,9,4,NO,Veldig fornøyd med tjenesten
SV00775,C01241,2024-08-13,9,5,NO,Veldig fornøyd med tjenesten
SV00776,C01153,2024-08-08,7,3,NO,Grei tjeneste totalt sett
SV00777,C00922,2024-08-08,8,3,NO,Grei tjeneste totalt sett
SV00778,C01190,2024-08-15,10,5,NO,Veldig fornøyd med tjenesten
SV00779,C01394,2024-08-06,6,1,NO,Skuffet over responstiden
SV00780,C01291,2024-08-12,10,5,NO,Veldig fornøyd med tjenesten
SV00781,C01364,2024-08-09,10,4,NO,Veldig fornøyd med tjenesten
SV00782,C01259,2024-08-02,10,4,NO,Veldig fornøyd med tjenesten
SV00783,C01143,2024-08-08,9,4,NO,Veldig fornøyd med tjenesten
SV00784,C01215,2024-08-25,8,3,NO,Grei tjeneste totalt sett
SV00785,C01181,2024-08-02,10,4,NO,Veldig fornøyd med tjenesten
SV00786,C01044,2024-08-27,9,5,NO,Veldig fornøyd med tjenesten
SV00787,C01129,2024-08-15,0,2,NO,Skuffet over responstiden
SV00788,C00894,2024-08-02,10,5,NO,Veldig fornøyd med tjenesten
SV00789,C01065,2024-08-12,7,4,NO,Grei tjeneste totalt sett
SV00790,C01469,2024-08-10,2,3,NO,Skuffet over responstiden
SV00791,C01407,2024-08-17,9,5,NO,Veldig fornøyd med tjenesten
SV00792,C00898,2024-08-10,8,4,NO,Grei tjeneste totalt sett
SV00793,C00953,2024-09-20,3,2,NO,Skuffet over responstiden
SV00794,C01482,2024-09-10,1,2,NO,Skuffet over responstiden
SV00795,C01091,2024-09-14,7,4,NO,Grei tjeneste totalt sett
SV00796,C01254,2024-09-22,9,5,NO,Veldig fornøyd med tjenesten
SV00797,C00948,2024-09-09,10,4,NO,Veldig fornøyd med tjenesten
SV00798,C01149,2024-09-14,7,3,NO,Grei tjeneste totalt sett
SV00799,C01141,2024-09-07,8,3,NO,Grei tjeneste totalt sett
SV00800,C00898,2024-09-12,10,5,NO,Veldig fornøyd med tjenesten
SV00801,C01237,2024-09-18,9,4,NO,Veldig fornøyd med tjenesten
SV00802,C01012,2024-09-24,7,3,NO,Grei tjeneste totalt sett
SV00803,C01518,2024-09-18,8,3,NO,Grei tjeneste totalt sett
SV00804,C00793,2024-09-12,10,4,NO,Veldig fornøyd med tjenesten
SV00805,C00926,2024-09-19,10,5,NO,Veldig fornøyd med tjenesten
SV00806,C01277,2024-09-28,10,4,NO,Veldig fornøyd med tjenesten
SV00807,C01198,2024-09-11,9,5,NO,Veldig fornøyd med tjenesten
SV00808,C01474,2024-09-18,7,4,NO,Grei tjeneste totalt sett
SV00809,C01241,2024-09-17,9,4,NO,Veldig fornøyd med tjenesten
SV00810,C00952,2024-09-06,10,4,NO,Veldig fornøyd med tjenesten
SV00811,C00957,2024-10-15,1,1,NO,Skuffet over responstiden
SV00812,C01233,2024-10-14,9,5,NO,Veldig fornøyd med tjenesten
SV00813,C01100,2024-10-24,10,5,NO,Veldig fornøyd med tjenesten
SV00814,C01403,2024-10-14,8,3,NO,Grei tjeneste totalt sett
SV00815,C01348,2024-10-21,8,4,NO,Grei tjeneste totalt sett
SV00816,C01406,2024-10-15,10,5,NO,Veldig fornøyd med tjenesten
SV00817,C01076,2024-10-22,9,5,NO,Veldig fornøyd med tjenesten
SV00818,C00996,2024-10-20,7,3,NO,Grei tjeneste totalt sett
SV00819,C01443,2024-10-14,10,5,NO,Veldig fornøyd med tjenesten
SV00820,C01223,2024-10-16,9,5,NO,Veldig fornøyd med tjenesten
SV00821,C01496,2024-10-17,8,3,NO,Grei tjeneste totalt sett
SV00822,C01459,2024-10-11,7,4,NO,Grei tjeneste totalt sett
SV00823,C00983,2024-10-14,10,4,NO,Veldig fornøyd med tjenesten
SV00824,C01192,2024-10-02,1,1,NO,Skuffet over responstiden
SV00825,C01001,2024-10-04,5,3,NO,Skuffet over responstiden
SV00826,C01248,2024-10-28,9,5,NO,Veldig fornøyd med tjenesten
SV00827,C01039,2024-10-20,9,5,NO,Veldig fornøyd med tjenesten
SV00828,C01353,2024-10-10,9,4,NO,Veldig fornøyd med tjenesten
SV00829,C00915,2024-11-14,7,3,NO,Grei tjeneste totalt sett
SV00830,C00991,2024-11-28,9,5,NO,Veldig fornøyd med tjenesten
SV00831,C01064,2024-11-03,7,4,NO,Grei tjeneste totalt sett
SV00832,C01349,2024-11-25,9,5,NO,Veldig fornøyd med tjenesten
SV00833,C01047,2024-11-04,10,5,NO,Veldig fornøyd med tjenesten
SV00834,C01370,2024-11-09,7,4,NO,Grei tjeneste totalt sett
SV00835,C01488,2024-11-26,9,4,NO,Veldig fornøyd med tjenesten
SV00836,C00807,2024-11-13,6,2,NO,Skuffet over responstiden
SV00837,C01024,2024-11-17,10,4,NO,Veldig fornøyd med tjenesten
SV00838,C00845,2024-11-23,10,5,NO,Veldig fornøyd med tjenesten
SV00839,C00939,2024-11-10,8,3,NO,Grei tjeneste totalt sett
SV00840,C01115,2024-11-14,7,3,NO,Grei tjeneste totalt sett
SV00841,C00933,2024-11-28,10,4,NO,Veldig fornøyd med tjenesten
SV00842,C01344,2024-11-11,0,3,NO,Skuffet over responstiden
SV00843,C01447,2024-11-23,9,5,NO,Veldig fornøyd med tjenesten
SV00844,C00842,2024-11-04,7,4,NO,Grei tjeneste totalt sett
SV00845,C00845,2024-11-14,9,4,NO,Veldig fornøyd med tjenesten
SV00846,C00860,2024-11-17,10,4,NO,Veldig fornøyd med tjenesten
SV00847,C01338,2024-12-14,2,1,NO,Skuffet over responstiden
SV00848,C01197,2024-12-07,10,4,NO,Veldig fornøyd med tjenesten
SV00849,C01088,2024-12-18,7,3,NO,Grei tjeneste totalt sett
SV00850,C01256,2024-12-02,10,4,NO,Veldig fornøyd med tjenesten
SV00851,C01486,2024-12-07,0,3,NO,Skuffet over responstiden
SV00852,C01572,2024-12-15,7,4,NO,Grei tjeneste totalt sett
SV00853,C01420,2024-12-07,9,4,NO,Veldig fornøyd med tjenesten
SV00854,C00844,2024-12-01,9,4,NO,Veldig fornøyd med tjenesten
SV00855,C01189,2024-12-11,8,3,NO,Grei tjeneste totalt sett
SV00856,C00794,2024-12-26,9,5,NO,Veldig fornøyd med tjenesten
SV00857,C01292,2024-12-21,9,5,NO,Veldig fornøyd med tjenesten
SV00858,C01432,2024-12-10,10,5,NO,Veldig fornøyd med tjenesten
SV00859,C01330,2024-12-17,5,3,NO,Skuffet over responstiden
SV00860,C01032,2024-12-20,9,4,NO,Veldig fornøyd med tjenesten
SV00861,C01327,2024-12-06,10,4,NO,Veldig fornøyd med tjenesten
SV00862,C00958,2024-12-04,10,4,NO,Veldig fornøyd med tjenesten
SV00863,C00930,2024-12-20,7,3,NO,Grei tjeneste totalt sett
SV00864,C01123,2024-12-19,8,3,NO,Grei tjeneste totalt sett
SV00865,C01848,2023-01-15,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00866,C01798,2023-01-27,7,4,SE,Helt ok men kan förbättras
SV00867,C01868,2023-01-07,3,2,SE,"Inte nöjd, för långsam respons"
SV00868,C01777,2023-01-08,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00869,C01726,2023-01-21,8,3,SE,Helt ok men kan förbättras
SV00870,C01864,2023-01-27,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00871,C01602,2023-01-16,8,3,SE,Helt ok men kan förbättras
SV00872,C01585,2023-01-28,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00873,C01643,2023-01-20,7,3,SE,Helt ok men kan förbättras
SV00874,C01649,2023-01-15,6,1,SE,"Inte nöjd, för långsam respons"
SV00875,C01768,2023-01-21,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00876,C01684,2023-01-19,7,4,SE,Helt ok men kan förbättras
SV00877,C01776,2023-01-07,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00878,C01792,2023-01-22,3,3,SE,"Inte nöjd, för långsam respons"
SV00879,C01616,2023-01-09,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00880,C01595,2023-01-03,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00881,C01743,2023-01-03,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00882,C01658,2023-01-06,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00883,C01645,2023-02-18,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00884,C01614,2023-02-01,7,4,SE,Helt ok men kan förbättras
SV00885,C01871,2023-02-23,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00886,C01703,2023-02-10,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00887,C01768,2023-02-02,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00888,C01605,2023-02-01,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00889,C01814,2023-02-27,8,4,SE,Helt ok men kan förbättras
SV00890,C01671,2023-02-26,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00891,C01775,2023-02-26,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00892,C01826,2023-02-20,8,3,SE,Helt ok men kan förbättras
SV00893,C01768,2023-02-26,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00894,C01707,2023-02-06,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00895,C01687,2023-02-21,0,1,SE,"Inte nöjd, för långsam respons"
SV00896,C01636,2023-02-26,8,4,SE,Helt ok men kan förbättras
SV00897,C01743,2023-02-02,8,4,SE,Helt ok men kan förbättras
SV00898,C01663,2023-02-24,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00899,C01782,2023-02-10,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00900,C01737,2023-02-15,3,2,SE,"Inte nöjd, för långsam respons"
SV00901,C01742,2023-03-06,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00902,C01789,2023-03-17,8,3,SE,Helt ok men kan förbättras
SV00903,C01847,2023-03-27,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00904,C01641,2023-03-04,2,1,SE,"Inte nöjd, för långsam respons"
SV00905,C01731,2023-03-03,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00906,C01842,2023-03-04,7,4,SE,Helt ok men kan förbättras
SV00907,C01788,2023-03-10,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00908,C01683,2023-03-15,7,3,SE,Helt ok men kan förbättras
SV00909,C01735,2023-03-15,7,4,SE,Helt ok men kan förbättras
SV00910,C01789,2023-03-03,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00911,C01757,2023-03-20,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00912,C01848,2023-03-21,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00913,C01702,2023-03-24,7,3,SE,Helt ok men kan förbättras
SV00914,C01846,2023-03-01,7,3,SE,Helt ok men kan förbättras
SV00915,C01586,2023-03-13,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00916,C01598,2023-03-13,0,1,SE,"Inte nöjd, för långsam respons"
SV00917,C01820,2023-03-04,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00918,C01640,2023-03-07,4,1,SE,"Inte nöjd, för långsam respons"
SV00919,C01719,2023-04-19,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00920,C01615,2023-04-28,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00921,C01860,2023-04-23,6,2,SE,"Inte nöjd, för långsam respons"
SV00922,C01620,2023-04-27,7,4,SE,Helt ok men kan förbättras
SV00923,C01686,2023-04-04,8,4,SE,Helt ok men kan förbättras
SV00924,C01627,2023-04-09,7,4,SE,Helt ok men kan förbättras
SV00925,C01829,2023-04-27,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00926,C01784,2023-04-11,2,3,SE,"Inte nöjd, för långsam respons"
SV00927,C01865,2023-04-14,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00928,C01619,2023-04-05,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00929,C01633,2023-04-21,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00930,C01794,2023-04-24,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00931,C01624,2023-04-17,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00932,C01894,2023-04-08,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00933,C01715,2023-04-23,8,3,SE,Helt ok men kan förbättras
SV00934,C01751,2023-04-09,8,4,SE,Helt ok men kan förbättras
SV00935,C01724,2023-04-05,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00936,C01680,2023-04-14,8,4,SE,Helt ok men kan förbättras
SV00937,C01910,2023-05-16,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00938,C01710,2023-05-22,8,4,SE,Helt ok men kan förbättras
SV00939,C01835,2023-05-21,7,3,SE,Helt ok men kan förbättras
SV00940,C01870,2023-05-18,7,4,SE,Helt ok men kan förbättras
SV00941,C01760,2023-05-14,4,3,SE,"Inte nöjd, för långsam respons"
SV00942,C01638,2023-05-15,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00943,C01718,2023-05-18,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00944,C01749,2023-05-04,5,3,SE,"Inte nöjd, för långsam respons"
SV00945,C01841,2023-05-21,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00946,C01715,2023-05-10,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00947,C01924,2023-05-09,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00948,C01811,2023-05-27,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00949,C01649,2023-05-25,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00950,C01665,2023-05-22,8,4,SE,Helt ok men kan förbättras
SV00951,C01621,2023-05-27,8,3,SE,Helt ok men kan förbättras
SV00952,C01616,2023-05-22,8,4,SE,Helt ok men kan förbättras
SV00953,C01829,2023-05-09,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00954,C01850,2023-05-01,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00955,C01858,2023-06-16,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00956,C01793,2023-06-09,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00957,C01686,2023-06-13,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00958,C01621,2023-06-24,7,4,SE,Helt ok men kan förbättras
SV00959,C01876,2023-06-14,7,3,SE,Helt ok men kan förbättras
SV00960,C01955,2023-06-12,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00961,C01971,2023-06-24,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00962,C01796,2023-06-16,7,3,SE,Helt ok men kan förbättras
SV00963,C01631,2023-06-17,7,3,SE,Helt ok men kan förbättras
SV00964,C01871,2023-06-05,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00965,C01660,2023-06-11,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00966,C01679,2023-06-07,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00967,C01840,2023-06-11,3,2,SE,"Inte nöjd, för långsam respons"
SV00968,C01955,2023-06-05,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00969,C01850,2023-06-23,6,1,SE,"Inte nöjd, för långsam respons"
SV00970,C01639,2023-06-28,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00971,C01949,2023-06-14,7,4,SE,Helt ok men kan förbättras
SV00972,C01690,2023-06-04,2,1,SE,"Inte nöjd, för långsam respons"
SV00973,C01900,2023-07-24,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00974,C01822,2023-07-09,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00975,C01717,2023-07-20,1,2,SE,"Inte nöjd, för långsam respons"
SV00976,C01608,2023-07-04,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00977,C01754,2023-07-20,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00978,C01932,2023-07-02,8,3,SE,Helt ok men kan förbättras
SV00979,C01910,2023-07-28,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00980,C01774,2023-07-26,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00981,C01930,2023-07-23,6,3,SE,"Inte nöjd, för långsam respons"
SV00982,C01900,2023-07-18,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV00983,C01700,2023-07-26,5,3,SE,"Inte nöjd, för långsam respons"
SV00984,C01841,2023-07-13,8,3,SE,Helt ok men kan förbättras
SV00985,C01813,2023-07-07,8,4,SE,Helt ok men kan förbättras
SV00986,C01794,2023-07-05,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00987,C01871,2023-07-22,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00988,C01760,2023-07-05,7,3,SE,Helt ok men kan förbättras
SV00989,C01707,2023-07-04,7,3,SE,Helt ok men kan förbättras
SV00990,C01632,2023-07-21,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00991,C01695,2023-08-27,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV00992,C01851,2023-08-28,7,3,SE,Helt ok men kan förbättras
SV00993,C01951,2023-08-16,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00994,C01969,2023-08-28,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV00995,C01883,2023-08-25,8,3,SE,Helt ok men kan förbättras
SV00996,C01711,2023-08-27,6,1,SE,"Inte nöjd, för långsam respons"
SV00997,C01890,2023-08-16,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00998,C01914,2023-08-15,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV00999,C01638,2023-08-06,7,3,SE,Helt ok men kan förbättras
SV01000,C01779,2023-08-14,7,3,SE,Helt ok men kan förbättras
SV01001,C01914,2023-08-21,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01002,C01617,2023-08-26,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01003,C01620,2023-08-12,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01004,C01957,2023-08-15,8,4,SE,Helt ok men kan förbättras
SV01005,C01689,2023-08-20,7,3,SE,Helt ok men kan förbättras
SV01006,C01917,2023-08-15,5,2,SE,"Inte nöjd, för långsam respons"
SV01007,C01630,2023-08-15,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01008,C01810,2023-08-08,6,1,SE,"Inte nöjd, för långsam respons"
SV01009,C01662,2023-09-21,4,3,SE,"Inte nöjd, för långsam respons"
SV01010,C01857,2023-09-28,1,2,SE,"Inte nöjd, för långsam respons"
SV01011,C01984,2023-09-24,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01012,C01878,2023-09-17,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01013,C01615,2023-09-21,7,4,SE,Helt ok men kan förbättras
SV01014,C01836,2023-09-26,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01015,C01973,2023-09-16,4,3,SE,"Inte nöjd, för långsam respons"
SV01016,C01959,2023-09-06,8,4,SE,Helt ok men kan förbättras
SV01017,C01627,2023-09-12,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01018,C01634,2023-09-12,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01019,C01960,2023-09-11,7,3,SE,Helt ok men kan förbättras
SV01020,C01763,2023-09-02,8,3,SE,Helt ok men kan förbättras
SV01021,C01619,2023-09-14,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01022,C01973,2023-09-21,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01023,C01892,2023-09-08,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01024,C01946,2023-09-26,7,4,SE,Helt ok men kan förbättras
SV01025,C01759,2023-09-03,7,4,SE,Helt ok men kan förbättras
SV01026,C01881,2023-09-24,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01027,C02025,2023-10-04,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01028,C01855,2023-10-01,8,4,SE,Helt ok men kan förbättras
SV01029,C01652,2023-10-05,7,4,SE,Helt ok men kan förbättras
SV01030,C01694,2023-10-26,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01031,C01956,2023-10-27,2,2,SE,"Inte nöjd, för långsam respons"
SV01032,C01816,2023-10-10,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01033,C01712,2023-10-18,2,2,SE,"Inte nöjd, för långsam respons"
SV01034,C01619,2023-10-05,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01035,C02010,2023-10-25,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01036,C01952,2023-10-05,7,4,SE,Helt ok men kan förbättras
SV01037,C01897,2023-10-08,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01038,C01594,2023-10-21,7,3,SE,Helt ok men kan förbättras
SV01039,C02065,2023-10-27,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01040,C01905,2023-10-24,5,1,SE,"Inte nöjd, för långsam respons"
SV01041,C02016,2023-10-12,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01042,C01589,2023-10-08,8,4,SE,Helt ok men kan förbättras
SV01043,C01864,2023-10-18,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01044,C01760,2023-10-28,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01045,C01643,2023-11-01,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01046,C01985,2023-11-24,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01047,C02052,2023-11-11,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01048,C02035,2023-11-01,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01049,C02032,2023-11-09,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01050,C01912,2023-11-02,2,3,SE,"Inte nöjd, för långsam respons"
SV01051,C01912,2023-11-18,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01052,C01609,2023-11-16,0,3,SE,"Inte nöjd, för långsam respons"
SV01053,C02088,2023-11-27,2,2,SE,"Inte nöjd, för långsam respons"
SV01054,C01850,2023-11-14,8,4,SE,Helt ok men kan förbättras
SV01055,C01602,2023-11-09,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01056,C01606,2023-11-02,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01057,C02007,2023-11-10,8,4,SE,Helt ok men kan förbättras
SV01058,C01770,2023-11-12,8,4,SE,Helt ok men kan förbättras
SV01059,C01972,2023-11-17,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01060,C01666,2023-11-18,8,4,SE,Helt ok men kan förbättras
SV01061,C01730,2023-11-12,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01062,C01784,2023-11-18,7,4,SE,Helt ok men kan förbättras
SV01063,C01944,2023-12-26,6,2,SE,"Inte nöjd, för långsam respons"
SV01064,C01963,2023-12-06,5,3,SE,"Inte nöjd, för långsam respons"
SV01065,C01878,2023-12-02,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01066,C01838,2023-12-11,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01067,C02028,2023-12-04,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01068,C01845,2023-12-28,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01069,C01838,2023-12-03,8,4,SE,Helt ok men kan förbättras
SV01070,C01780,2023-12-26,8,4,SE,Helt ok men kan förbättras
SV01071,C01809,2023-12-27,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01072,C01712,2023-12-25,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01073,C02056,2023-12-19,8,4,SE,Helt ok men kan förbättras
SV01074,C01758,2023-12-02,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01075,C01837,2023-12-13,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01076,C02017,2023-12-10,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01077,C01828,2023-12-10,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01078,C01805,2023-12-22,8,3,SE,Helt ok men kan förbättras
SV01079,C01831,2023-12-06,7,3,SE,Helt ok men kan förbättras
SV01080,C01702,2023-12-28,3,3,SE,"Inte nöjd, för långsam respons"
SV01081,C01915,2024-01-19,8,4,SE,Helt ok men kan förbättras
SV01082,C01806,2024-01-28,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01083,C02112,2024-01-26,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01084,C02088,2024-01-16,4,1,SE,"Inte nöjd, för långsam respons"
SV01085,C01993,2024-01-25,7,4,SE,Helt ok men kan förbättras
SV01086,C01837,2024-01-22,10,5,SE,"Utmärkt service, rekommenderar starkt"
SV01087,C02051,2024-01-28,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01088,C01835,2024-01-17,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01089,C01700,2024-01-09,9,5,SE,"Utmärkt service, rekommenderar starkt"
SV01090,C01713,2024-01-19,7,4,SE,Helt ok men kan förbättras
SV01091,C01893,2024-01-14,7,4,SE,Helt ok men kan förbättras
SV01092,C02045,2024-01-15,3,2,SE,"Inte nöjd, för långsam respons"
SV01093,C01667,2024-01-14,10,4,SE,"Utmärkt service, rekommenderar starkt"
SV01094,C01953,2024-01-19,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01095,C01705,2024-01-06,3,2,SE,"Inte nöjd, för långsam respons"
SV01096,C02029,2024-01-11,9,4,SE,"Utmärkt service, rekommenderar starkt"
SV01097,C01942,2024-01-14,8,3,SE,Helt ok men kan förbättras
