partner_id,snapshot_date,response_latency_p50_hours,response_latency_p90_hours,accept_count,decline_count,no_response_count,cancellation_count,capacity_utilization_pct,partner_roi_pct_snapshot,net_monthly_value_snapshot,churn_risk_score
P008,2023-07-23,4.35,13.01,4,3,1,0,59.89,41.47,25393.84,5.86
P008,2023-07-24,3.68,15.11,12,0,1,0,35.17,42.23,23098.77,5.0
P008,2023-07-25,3.73,9.41,10,3,1,0,45.22,40.36,22629.53,5.8
P008,2023-07-26,3.11,12.12,11,0,2,0,72.63,40.62,23423.74,10.6
P008,2023-07-27,2.99,13.75,5,3,1,1,71.62,41.62,25291.38,13.0
P008,2023-07-28,4.14,11.02,6,2,0,0,51.31,40.14,25440.53,1.34
P008,2023-07-29,3.64,11.92,5,1,0,0,71.83,37.99,24344.42,2.7
P008,2023-07-30,3.96,12.64,11,2,0,0,53.58,38.96,23904.25,1.93
P008,2023-07-31,3.38,12.62,5,3,1,0,66.23,42.0,23274.23,5.0
P008,2023-08-01,4.02,10.32,11,2,2,0,54.49,39.64,24576.73,11.45
P008,2023-08-02,4.12,10.17,12,2,2,0,56.04,34.38,24817.12,15.9
P008,2023-08-03,3.69,12.5,3,0,1,0,43.93,38.61,24111.49,7.21
P008,2023-08-04,4.38,11.46,4,3,0,0,63.33,40.64,24513.34,1.53
P008,2023-08-05,4.83,12.27,6,2,1,0,43.71,40.69,25714.32,7.62
P008,2023-08-06,4.25,11.66,7,3,0,0,62.76,38.2,24680.03,3.18
P008,2023-08-07,4.8,14.78,4,3,2,0,72.08,42.87,25412.15,12.01
P008,2023-08-08,3.61,12.82,4,2,0,0,46.69,38.88,24268.5,1.99
P008,2023-08-09,4.52,12.5,11,2,1,0,49.65,39.19,23429.81,8.05
P008,2023-08-10,3.26,10.85,10,2,1,0,73.17,40.07,24903.07,6.04
P008,2023-08-11,4.93,13.08,7,3,1,0,45.47,43.72,24637.5,7.33
P008,2023-08-12,4.3,12.79,11,3,1,0,56.32,40.99,24107.53,6.04
P008,2023-08-13,4.51,11.28,4,1,0,0,64.49,42.96,23626.94,1.27
P008,2023-08-14,4.5,12.11,5,3,0,0,51.3,42.18,23350.72,1.24
P008,2023-08-15,3.92,14.53,5,3,1,0,65.23,41.49,25208.37,5.0
P008,2023-08-16,4.05,11.19,5,1,1,0,48.33,39.91,25834.08,6.29
P008,2023-08-17,4.82,11.97,7,3,2,0,41.78,44.44,24198.4,12.05
P008,2023-08-18,3.96,12.44,11,0,1,0,40.36,39.69,24343.61,6.34
P008,2023-08-19,4.17,13.51,6,3,2,0,57.67,39.1,24073.83,12.25
P008,2023-08-20,3.71,13.76,6,3,2,1,61.54,39.88,23081.61,19.19
P008,2023-08-21,4.08,11.36,10,2,0,0,69.97,43.85,24246.29,0.2
P008,2023-08-22,4.53,12.3,7,0,1,0,49.44,45.61,23650.91,6.33
P008,2023-08-23,4.12,12.19,7,3,0,0,54.62,41.12,24661.92,0.5
P008,2023-08-24,4.63,13.65,4,2,0,0,42.48,41.38,25324.27,1.58
P008,2023-08-25,4.1,8.95,12,0,1,0,45.34,40.84,25028.55,5.68
P008,2023-08-26,4.09,14.74,12,1,0,0,57.16,43.19,23846.25,0.21
P008,2023-08-27,4.12,10.06,11,1,1,0,45.31,40.3,23178.08,6.15
P008,2023-08-28,4.39,11.87,9,1,2,0,74.54,41.83,24496.84,10.98
P008,2023-08-29,5.03,14.44,4,0,2,0,63.21,37.95,25034.94,15.31
P008,2023-08-30,4.52,10.2,7,0,1,0,67.82,37.38,24425.26,9.49
P008,2023-08-31,3.22,13.42,12,3,0,0,65.52,42.59,25573.1,0.0
P008,2023-09-01,3.9,11.51,4,0,2,0,55.84,44.19,24195.65,10.0
P008,2023-09-02,2.88,14.04,12,3,1,0,47.59,40.89,23678.96,5.39
P008,2023-09-03,4.09,12.87,8,0,2,0,72.33,41.05,23305.21,10.47
P008,2023-09-04,4.63,11.31,11,1,0,0,52.02,42.5,23300.68,1.57
P008,2023-09-05,3.69,12.85,7,1,2,0,63.15,42.07,24963.23,10.0
P008,2023-09-06,3.75,12.85,11,1,2,0,49.14,38.37,25307.5,12.4
P008,2023-09-07,4.13,11.05,12,0,0,0,36.79,45.68,22797.07,0.33
P008,2023-09-08,3.24,12.12,9,2,1,1,43.34,40.51,23568.78,13.69
P008,2023-09-09,4.18,11.0,5,1,1,0,66.71,39.15,24304.18,7.22
P008,2023-09-10,5.05,11.07,7,1,0,0,52.57,42.17,24598.03,2.64
P008,2023-09-11,4.17,13.42,9,3,1,0,51.89,39.36,23741.58,7.04
P008,2023-09-12,4.58,12.36,11,3,2,0,50.04,39.29,25602.85,13.11
P008,2023-09-13,4.11,14.05,4,2,0,0,53.24,38.18,25659.12,2.82
P008,2023-09-14,4.73,13.04,8,3,2,0,69.29,40.38,26104.05,12.62
P008,2023-09-15,4.21,10.71,10,0,0,0,55.14,41.46,25556.05,0.53
P008,2023-09-16,4.84,13.72,7,0,1,0,35.46,41.75,25138.37,7.11
P008,2023-09-17,4.37,8.78,5,2,2,1,40.0,41.12,23552.04,19.13
P008,2023-09-18,3.94,11.64,10,1,0,0,43.71,40.48,25023.17,0.71
P008,2023-09-19,3.45,10.52,6,3,2,0,58.33,41.65,25356.98,10.0
P008,2023-09-20,3.16,13.66,12,1,0,0,41.03,42.02,25678.7,0.0
P008,2023-09-21,3.47,11.12,10,0,0,0,61.01,41.47,24183.08,0.0
P008,2023-09-22,4.89,12.96,11,0,0,0,63.89,43.7,23639.02,2.23
P008,2023-09-23,3.98,11.42,10,3,1,0,67.14,40.8,25552.48,5.45
P008,2023-09-24,4.08,9.73,4,2,2,0,58.95,42.09,26800.18,10.19
P008,2023-09-25,4.58,10.46,6,3,0,0,66.46,40.25,23944.37,2.35
P008,2023-09-26,4.38,8.91,7,0,2,0,60.7,42.55,25207.77,10.95
P008,2023-09-27,3.77,12.98,10,0,0,0,52.77,41.76,24529.19,0.0
P008,2023-09-28,3.81,11.69,9,3,1,0,65.39,42.11,23488.29,5.0
P008,2023-09-29,4.25,13.57,8,2,2,0,69.74,39.24,23361.07,12.33
P008,2023-09-30,3.78,12.43,12,1,0,0,67.37,42.97,24494.22,0.0
P008,2023-10-01,3.69,9.78,7,0,2,0,41.67,41.47,25326.29,10.0
P008,2023-10-02,3.2,11.25,7,2,2,0,65.83,41.04,25250.88,10.26
P008,2023-10-03,3.99,11.95,12,1,0,0,54.65,38.61,23797.25,2.21
P008,2023-10-04,3.08,13.17,6,0,2,0,38.2,42.27,24671.24,10.0
P008,2023-10-05,4.55,10.64,4,1,0,0,37.97,38.88,22479.27,3.36
P008,2023-10-06,4.26,11.78,4,2,1,0,74.55,43.67,24475.36,5.65
P008,2023-10-07,3.59,13.03,12,3,0,0,62.4,40.31,23940.56,0.85
P008,2023-10-08,4.07,13.68,4,2,0,0,53.89,36.84,25234.58,3.81
P008,2023-10-09,3.78,10.87,11,2,2,0,37.91,42.52,23543.05,10.0
P008,2023-10-10,3.9,11.06,12,3,2,0,57.84,38.45,23392.7,12.34
P008,2023-10-11,3.97,10.96,6,1,0,0,42.57,42.06,23817.15,0.0
P008,2023-10-12,3.92,12.06,9,2,2,0,48.75,41.27,25208.95,10.08
P008,2023-10-13,4.07,12.11,7,1,2,0,47.24,37.45,25197.47,13.32
P008,2023-10-14,3.94,11.86,4,2,2,0,55.82,38.62,24369.12,12.2
P008,2023-10-15,4.96,11.91,10,1,0,0,49.49,40.03,23941.03,3.46
P008,2023-10-16,3.77,13.24,4,3,0,0,68.94,43.33,23642.76,0.0
P008,2023-10-17,4.01,15.58,11,2,2,0,68.73,43.31,24830.48,10.02
P008,2023-10-18,4.56,10.91,6,1,1,0,58.68,39.18,24062.2,8.14
P008,2023-10-19,3.85,13.38,9,3,0,0,44.21,43.02,25024.11,0.0
P008,2023-10-20,4.32,12.62,12,1,0,0,41.06,37.98,26085.12,3.52
P008,2023-10-21,3.98,11.75,10,0,1,0,70.69,41.53,24473.19,5.0
P008,2023-10-22,3.99,8.5,6,1,0,0,64.29,38.68,25198.11,2.15
P008,2023-10-23,4.61,9.97,8,1,1,0,53.18,39.56,24784.07,7.96
P008,2023-10-24,4.49,12.14,12,3,1,0,65.3,41.86,25135.43,6.23
P008,2023-10-25,3.86,11.8,6,1,1,0,42.6,36.26,23312.71,9.09
P008,2023-10-26,3.68,11.25,10,0,2,0,46.43,40.57,24190.61,10.64
P008,2023-10-27,3.91,9.54,5,3,1,0,58.71,38.73,24193.91,7.11
P008,2023-10-28,4.01,13.37,7,1,0,0,53.74,41.61,23597.49,0.02
P008,2023-10-29,3.52,9.28,5,0,0,0,73.97,38.95,24830.03,1.93
P008,2023-10-30,4.12,12.94,5,0,1,0,55.24,44.23,25021.79,5.3
P008,2023-10-31,5.23,11.86,11,3,1,0,45.54,41.54,23548.44,8.08
P008,2023-11-01,4.51,11.69,9,0,1,0,51.82,42.12,24907.27,6.27
P008,2023-11-02,3.98,13.33,4,0,0,0,43.98,38.73,23770.81,2.11
P008,2023-11-03,4.96,12.31,7,1,2,0,71.82,43.5,25390.86,12.4
P008,2023-11-04,3.59,12.07,4,0,1,0,51.11,44.57,24753.83,5.0
P008,2023-11-05,3.58,12.09,12,1,0,0,51.99,41.61,24020.29,0.0
P008,2023-11-06,4.21,10.57,8,2,1,0,52.6,41.17,24221.32,5.69
P008,2023-11-07,4.14,11.07,7,1,2,0,36.52,44.24,24316.08,10.34
P008,2023-11-08,3.86,11.51,10,2,1,0,48.71,37.55,24035.5,8.06
P008,2023-11-09,4.05,11.42,9,2,2,0,55.44,39.4,24236.55,11.7
P008,2023-11-10,3.67,10.8,10,1,1,0,37.1,42.59,23536.12,5.0
P008,2023-11-11,4.17,9.97,12,3,1,0,64.23,43.74,24850.35,5.43
P008,2023-11-12,3.67,14.15,10,0,1,0,49.75,40.31,26132.27,5.85
P008,2023-11-13,4.42,13.34,7,2,2,0,55.56,41.23,23974.34,11.17
P008,2023-11-14,3.33,12.73,11,2,1,0,55.54,40.11,24176.64,6.01
P008,2023-11-15,4.34,13.8,6,2,0,0,43.97,40.87,24810.99,1.25
P008,2023-11-16,4.09,12.64,11,3,2,0,71.94,38.14,25550.78,12.82
P008,2023-11-17,4.06,10.55,10,0,2,0,53.0,41.67,25806.14,10.16
P008,2023-11-18,3.77,10.84,4,0,0,0,39.19,40.07,23554.49,1.04
P008,2023-11-19,4.11,11.52,10,3,1,0,61.78,39.86,25711.63,6.47
P008,2023-11-20,3.79,13.7,12,1,2,0,56.3,42.82,23488.39,10.0
P008,2023-11-21,3.69,12.2,11,0,2,0,61.98,45.29,24974.08,10.0
P008,2023-11-22,3.84,11.98,3,0,1,0,66.04,39.93,23496.88,6.15
P008,2023-11-23,4.18,15.84,3,1,0,0,72.72,38.45,22609.18,2.78
P008,2023-11-24,4.02,12.54,9,3,2,1,45.79,43.25,23428.96,18.04
P008,2023-11-25,4.2,13.1,6,1,0,0,73.77,40.51,23910.97,1.2
P008,2023-11-26,4.32,13.72,5,1,2,0,39.45,39.71,24932.76,12.12
P008,2023-11-27,4.04,12.96,8,2,0,0,38.15,42.4,23873.46,0.09
P008,2023-11-28,3.92,12.95,5,1,2,0,61.23,41.69,21829.96,10.0
P008,2023-11-29,3.64,10.18,8,2,0,0,50.97,43.49,24235.8,0.0
P008,2023-11-30,4.46,12.41,7,2,0,0,67.98,42.18,25005.45,1.16
P008,2023-12-01,3.69,12.16,5,3,1,0,37.23,40.61,24410.88,5.61
P008,2023-12-02,3.92,12.85,3,2,2,0,59.84,39.94,25057.59,11.14
P008,2023-12-03,4.07,11.48,5,0,1,1,73.64,39.2,24315.14,14.92
P008,2023-12-04,4.31,11.54,4,0,0,0,44.4,42.08,23389.63,0.77
P008,2023-12-05,4.03,11.7,5,3,2,0,51.54,42.48,23467.14,10.08
P008,2023-12-06,4.39,11.93,9,0,2,0,46.49,38.82,24946.18,13.02
P008,2023-12-07,4.14,11.55,3,1,0,0,42.78,43.58,24364.63,0.34
P008,2023-12-08,4.66,12.23,7,2,1,0,73.75,45.72,24626.63,6.66
P008,2023-12-09,4.06,13.67,10,3,0,0,58.43,40.35,23589.8,0.97
P008,2023-12-10,3.64,9.99,3,0,2,0,55.54,37.33,24402.87,13.23
P008,2023-12-11,4.4,10.69,6,0,1,0,48.09,42.0,24204.14,6.0
P008,2023-12-12,4.39,12.11,9,2,0,0,43.9,43.52,23839.04,0.98
P008,2023-12-13,4.2,12.97,9,2,0,0,70.87,41.8,24358.32,0.51
P008,2023-12-14,3.91,11.51,6,2,0,0,63.06,40.56,25006.8,0.65
P008,2023-12-15,3.87,13.53,5,3,1,0,72.52,41.98,24646.01,5.0
P008,2023-12-16,4.01,11.91,4,3,0,0,63.05,39.77,24895.53,1.32
P008,2023-12-17,3.63,13.09,9,2,1,0,71.74,41.48,25825.23,5.0
P008,2023-12-18,3.77,12.41,9,2,2,0,70.77,39.36,24179.54,11.61
P008,2023-12-19,4.81,11.51,5,2,0,0,46.28,39.9,24292.49,3.21
P008,2023-12-20,3.47,11.4,3,0,2,0,56.62,41.09,25321.24,10.22
P008,2023-12-21,3.27,7.87,4,0,0,0,69.52,40.75,24183.74,0.49
P008,2023-12-22,4.33,11.53,7,3,0,0,74.9,39.23,25054.7,2.54
P008,2023-12-23,4.66,10.95,3,0,2,0,43.21,40.19,23296.38,12.59
P008,2023-12-24,3.17,11.36,8,3,2,0,45.96,42.55,25030.15,10.0
P008,2023-12-25,3.98,10.46,4,1,1,0,59.38,43.57,25723.65,5.0
P008,2023-12-26,4.55,12.72,11,2,1,0,66.9,41.5,24917.4,6.36
P008,2023-12-27,4.25,9.49,3,2,2,0,58.48,40.73,24061.02,11.15
P008,2023-12-28,4.59,11.64,5,3,0,0,41.93,44.32,25048.39,1.46
P008,2023-12-29,4.11,10.69,11,2,2,0,58.01,44.57,25169.46,10.27
P008,2023-12-30,3.87,12.12,7,0,0,0,60.88,41.22,24247.41,0.12
P008,2023-12-31,3.21,10.15,5,2,0,0,36.98,42.87,24416.85,0.0
P008,2024-01-01,3.71,13.16,11,1,0,0,73.8,41.32,23710.34,0.04
P008,2024-01-02,4.02,12.1,11,1,2,0,65.23,40.09,24836.16,11.07
P008,2024-01-03,4.01,12.5,9,0,1,0,42.82,39.2,24133.62,6.75
P008,2024-01-04,5.06,12.24,10,2,0,0,64.81,41.03,25362.44,2.92
P008,2024-01-05,4.12,12.26,5,1,0,0,55.01,41.01,24131.26,0.59
P008,2024-01-06,3.61,12.32,9,3,1,0,55.98,40.05,23348.43,6.05
P008,2024-01-07,5.23,11.61,5,1,0,0,64.1,43.17,24611.44,3.08
P008,2024-01-08,3.53,11.74,6,0,1,0,68.37,37.58,24094.53,8.03
P008,2024-01-09,3.45,10.72,7,0,2,0,71.01,39.14,23624.13,11.79
P008,2024-01-10,3.41,11.16,12,0,2,0,74.26,37.69,23489.23,12.95
P008,2024-01-11,4.83,14.48,9,0,2,0,49.48,38.0,24941.24,14.77
P008,2024-01-12,3.89,12.76,4,1,1,0,63.21,41.58,24634.2,5.0
P008,2024-01-13,4.42,12.48,5,2,0,0,61.43,41.43,23824.63,1.06
P008,2024-01-14,4.56,12.38,8,2,1,0,44.83,43.41,25415.8,6.4
P008,2024-01-15,3.89,11.24,3,0,1,0,51.94,42.0,23893.0,5.0
P008,2024-01-16,3.89,10.83,8,0,2,0,59.46,41.95,24531.59,10.0
P008,2024-01-17,4.32,12.28,8,0,2,0,63.29,42.55,23458.42,10.79
P008,2024-01-18,3.34,11.01,8,2,0,0,45.29,43.34,24560.51,0.0
P008,2024-01-19,3.28,12.96,10,0,2,0,44.04,38.5,23841.12,12.3
P008,2024-01-20,3.45,10.97,7,3,2,0,58.83,42.96,24419.07,10.0
P008,2024-01-21,3.65,11.88,4,2,1,0,57.56,40.09,24902.78,6.02
P008,2024-01-22,3.84,12.07,10,1,1,0,61.29,40.21,26189.77,5.93
P008,2024-01-23,5.04,13.51,11,3,0,0,69.69,40.58,25675.05,3.24
P008,2024-01-24,4.12,10.22,4,3,1,0,54.27,37.8,24281.48,8.15
P008,2024-01-25,4.48,11.13,9,3,1,0,40.34,43.24,22182.0,6.21
P008,2024-01-26,2.98,10.37,7,0,2,0,44.94,40.71,25724.81,10.53
P008,2024-01-27,4.59,10.05,7,3,1,0,61.66,42.68,22178.06,6.46
P008,2024-01-28,4.13,9.58,11,2,0,0,38.31,43.17,22825.89,0.33
P008,2024-01-29,3.09,9.65,3,0,1,0,46.21,39.86,26236.0,6.21
P008,2024-01-30,4.43,11.5,7,1,1,0,65.93,43.7,24341.24,6.07
P008,2024-01-31,3.95,11.8,11,0,1,0,46.94,43.37,23197.61,5.0
P008,2024-02-01,5.01,12.96,9,1,1,0,73.1,43.2,24045.17,7.52
P008,2024-02-02,4.15,13.27,10,3,1,0,57.7,40.19,25337.87,6.32
P008,2024-02-03,3.92,13.24,4,3,0,0,67.01,43.45,23606.8,0.0
P008,2024-02-04,4.25,12.89,4,0,2,0,73.53,40.18,24959.11,11.58
P008,2024-02-05,4.26,12.08,5,2,0,0,66.39,40.51,25137.33,1.33
P008,2024-02-06,4.94,10.8,12,0,1,0,61.51,42.77,23977.02,7.36
P008,2024-02-07,4.49,13.38,10,2,1,0,36.16,41.17,24595.56,6.39
P008,2024-02-08,4.1,13.37,8,2,1,0,70.56,40.72,23649.67,5.78
P008,2024-02-09,3.87,10.76,7,2,1,0,43.1,40.38,25387.58,5.79
P008,2024-02-10,4.94,9.57,5,3,0,0,62.99,41.28,24112.01,2.43
P008,2024-02-11,4.57,14.68,10,3,0,0,40.35,42.96,25466.01,1.43
P008,2024-02-12,4.13,11.26,3,2,0,0,58.7,42.44,24468.27,0.32
P008,2024-02-13,4.1,10.76,9,2,0,0,62.76,41.76,24743.49,0.26
P008,2024-02-14,3.67,11.6,12,2,0,0,43.93,42.91,24272.51,0.0
P008,2024-02-15,2.72,11.3,10,1,1,0,44.89,39.95,24366.95,6.13
P008,2024-02-16,4.19,11.12,10,2,0,0,36.95,40.46,23700.3,1.22
P008,2024-02-17,5.22,12.74,7,1,1,1,67.44,41.46,23640.65,16.06
P008,2024-02-18,4.36,10.91,3,0,0,0,42.23,39.11,24019.92,2.72
P008,2024-02-19,4.1,12.87,11,2,1,0,53.43,42.26,25433.73,5.24
P008,2024-02-20,3.28,10.79,9,1,2,0,63.29,40.32,24989.88,10.84
P008,2024-02-21,4.58,14.31,4,1,0,0,63.54,45.91,23832.09,1.46
P008,2024-02-22,3.42,10.98,6,0,1,0,62.88,46.63,24879.48,5.0
P008,2024-02-23,4.39,12.36,9,0,2,1,61.95,41.96,23264.14,18.98
P008,2024-02-24,4.32,10.47,9,3,2,0,49.16,37.21,23919.37,14.13
P008,2024-02-25,4.33,12.01,3,0,2,0,41.05,42.8,26599.22,10.83
P008,2024-02-26,3.51,9.52,12,3,0,0,52.21,40.69,25276.07,0.54
P008,2024-02-27,4.07,11.54,12,1,0,0,50.36,41.05,23957.39,0.44
P008,2024-02-28,4.2,11.85,7,2,2,0,44.51,43.33,24592.84,10.51
P008,2024-02-29,4.45,13.08,11,3,0,0,56.85,44.19,24995.26,1.13
P008,2024-03-01,4.77,13.36,6,2,2,0,60.26,44.24,24481.36,11.91
P008,2024-03-02,4.25,13.92,11,0,0,0,47.55,41.59,24261.93,0.64
P008,2024-03-03,4.69,10.1,11,1,1,0,39.75,43.56,24421.88,6.72
P008,2024-03-04,4.66,12.98,5,0,1,0,35.66,45.62,24554.63,6.65
P008,2024-03-05,4.98,14.45,11,3,2,0,66.47,43.6,24636.32,12.44
P008,2024-03-06,4.03,10.47,8,1,2,0,44.11,37.06,23311.65,13.52
P008,2024-03-07,3.55,11.25,3,0,1,0,35.8,39.0,26485.95,6.89
P008,2024-03-08,3.09,13.2,11,2,1,0,47.9,41.22,25492.42,5.12
P008,2024-03-09,3.39,11.47,10,1,1,0,60.3,41.28,22889.2,5.07
P008,2024-03-10,4.08,13.22,8,0,0,0,56.97,37.24,24132.24,3.51
P008,2024-03-11,4.66,11.46,8,2,0,0,38.56,41.02,25231.25,1.93
P008,2024-03-12,3.5,14.81,10,1,1,0,47.42,43.45,24210.36,5.0
P008,2024-03-13,4.73,12.77,9,3,2,0,35.24,41.21,24316.75,11.96
P008,2024-03-14,3.65,12.28,8,1,0,0,74.59,43.91,25369.32,0.0
P008,2024-03-15,4.86,9.87,8,1,0,0,43.21,38.37,24442.25,4.54
P008,2024-03-16,4.92,12.66,12,0,0,0,40.19,45.34,24550.52,2.29
P008,2024-03-17,4.31,13.91,11,2,2,0,53.75,40.28,24072.67,11.65
P008,2024-03-18,3.87,15.56,7,3,2,0,41.25,39.85,23941.58,11.21
P008,2024-03-19,4.79,11.28,8,3,1,0,45.1,42.9,25032.13,6.97
P008,2024-03-20,5.09,12.51,11,3,0,0,60.09,37.23,24462.95,6.04
P008,2024-03-21,3.92,16.67,8,1,1,0,72.98,40.19,24464.02,5.94
P008,2024-03-22,4.5,12.92,6,1,1,0,44.72,42.76,22010.34,6.26
P008,2024-03-23,3.99,11.96,5,0,0,0,65.26,43.71,25235.46,0.0
P008,2024-03-24,4.67,9.61,4,1,0,0,35.55,43.44,23673.22,1.69
P008,2024-03-25,4.0,12.27,10,2,0,0,35.43,40.73,25296.74,0.51
P008,2024-03-26,3.38,10.91,6,2,2,0,54.84,39.45,24780.28,11.53
P008,2024-03-27,3.91,13.38,10,3,0,0,72.27,42.44,23524.27,0.0
P008,2024-03-28,4.34,13.36,12,1,2,0,44.74,46.18,25018.57,10.86
P008,2024-03-29,3.29,10.16,12,1,2,0,53.35,46.02,25057.39,10.0
P008,2024-03-30,4.52,11.64,10,0,0,1,45.11,40.58,24946.57,9.94
P008,2024-03-31,3.81,12.83,6,0,0,0,65.5,41.06,24559.2,0.25
P008,2024-04-01,3.79,13.77,8,3,0,0,59.37,41.35,24331.89,0.02
P008,2024-04-02,5.59,11.02,4,1,2,0,63.22,43.93,23931.93,13.98
P008,2024-04-03,4.36,10.94,11,0,1,0,43.51,43.55,24117.85,5.9
P008,2024-04-04,3.79,12.37,11,0,2,0,38.57,43.31,24447.93,10.0
P008,2024-04-05,4.18,13.19,9,1,2,0,67.6,37.63,23833.35,13.43
P008,2024-04-06,5.17,12.03,7,1,0,0,71.04,41.43,23845.2,2.92
P008,2024-04-07,4.84,12.08,5,2,0,0,66.92,47.35,24056.14,2.1
P008,2024-04-08,4.58,10.92,6,1,2,0,60.17,42.46,24219.45,11.45
P008,2024-04-09,4.47,12.77,3,2,2,0,43.2,38.78,22987.14,13.26
P008,2024-04-10,3.75,13.29,5,2,2,0,62.84,41.36,24190.28,10.01
P008,2024-04-11,3.43,13.04,9,1,1,0,70.61,37.82,25929.69,7.84
P008,2024-04-12,4.18,14.11,8,1,1,0,61.18,44.62,25767.07,5.46
P008,2024-04-13,4.69,13.33,3,3,1,0,40.69,42.69,23855.74,6.72
P008,2024-04-14,4.8,10.96,6,2,2,0,64.9,40.68,24767.11,12.55
P008,2024-04-15,5.35,12.77,5,1,0,1,40.94,41.51,24504.95,11.38
P008,2024-04-16,4.74,12.09,5,3,2,0,55.57,38.36,23641.81,14.26
P008,2024-04-17,4.15,12.77,4,1,2,0,59.7,42.75,24673.95,10.37
P008,2024-04-18,4.18,11.67,8,2,0,0,63.12,44.45,23735.48,0.45
P008,2024-04-19,3.6,10.52,12,1,0,0,59.83,40.62,25117.38,0.6
P008,2024-04-20,5.05,12.32,5,3,0,0,47.8,42.39,24472.04,2.62
P008,2024-04-21,3.48,13.21,7,2,0,0,72.97,39.22,26337.98,1.72
P008,2024-04-22,4.04,10.99,3,2,0,0,48.78,40.97,24762.24,0.41
P008,2024-04-23,3.97,13.32,8,1,1,0,64.32,41.18,24671.31,5.15
P008,2024-04-24,4.0,10.65,5,0,1,0,67.48,40.63,24518.12,5.6
P008,2024-04-25,4.33,11.0,6,1,2,0,38.64,43.06,24156.91,10.83
P008,2024-04-26,3.14,9.04,3,2,1,0,35.12,43.25,24321.92,5.0
P008,2024-04-27,5.0,15.32,4,0,1,0,39.03,42.92,24286.65,7.5
P008,2024-04-28,4.01,10.78,11,0,1,0,47.67,42.14,24055.21,5.03
P008,2024-04-29,4.51,12.65,3,0,1,0,60.18,45.86,25425.26,6.28
P008,2024-04-30,3.76,10.88,11,0,1,0,67.18,42.86,24843.2,5.0
P008,2024-05-01,4.26,12.05,11,0,2,0,37.61,41.24,25382.83,10.74
P008,2024-05-02,4.0,12.1,10,0,1,0,52.13,42.55,25068.92,5.01
P008,2024-05-03,4.7,10.24,10,2,0,0,45.59,40.14,24805.49,2.74
P008,2024-05-04,3.38,12.31,6,2,2,0,38.53,42.21,24303.7,10.0
P008,2024-05-05,3.8,12.61,10,3,2,0,57.5,36.95,25437.26,13.53
P008,2024-05-06,3.79,12.28,4,2,1,0,55.63,41.38,25749.98,5.0
P008,2024-05-07,3.52,13.76,8,0,0,0,69.42,42.58,26029.68,0.0
P008,2024-05-08,3.41,12.74,5,0,1,0,51.41,39.55,22193.75,6.46
P008,2024-05-09,4.16,13.23,9,3,2,0,65.4,38.44,24651.16,12.75
P008,2024-05-10,3.3,11.45,6,3,0,0,42.73,40.93,24601.6,0.36
P008,2024-05-11,4.74,11.64,8,1,1,0,65.5,41.36,23027.42,6.85
P008,2024-05-12,4.62,11.96,4,0,0,0,43.41,43.56,23600.65,1.56
P008,2024-05-13,3.95,11.58,7,0,1,1,54.04,40.83,25724.68,13.43
P008,2024-05-14,4.55,14.14,8,3,1,1,42.41,40.82,26073.47,14.83
P008,2024-05-15,4.55,12.09,3,2,0,0,55.83,43.3,24446.09,1.37
P008,2024-05-16,3.74,10.14,4,2,0,0,52.18,39.97,24989.11,1.12
P008,2024-05-17,4.76,13.3,11,0,0,0,65.57,44.14,25193.57,1.91
P008,2024-05-18,3.01,10.83,4,1,1,0,35.41,40.66,25471.33,5.57
P008,2024-05-19,3.58,12.95,11,3,0,0,64.92,42.52,24794.77,0.0
P008,2024-05-20,3.27,12.26,10,3,2,0,57.97,43.09,24751.42,10.0
P008,2024-05-21,3.66,13.9,8,3,2,0,48.32,41.91,24704.19,10.0
P008,2024-05-22,4.33,11.02,7,0,1,0,39.81,41.31,23660.88,5.87
P008,2024-05-23,4.23,10.95,5,2,2,0,73.85,43.24,24567.65,10.57
P008,2024-05-24,3.36,12.04,8,0,2,1,65.1,43.71,24403.14,18.0
P008,2024-05-25,4.14,12.59,12,1,1,0,57.09,40.95,26282.87,5.68
P008,2024-05-26,4.2,12.82,9,0,0,0,44.53,40.71,24308.52,1.02
P008,2024-05-27,4.26,13.13,8,0,2,0,65.75,43.5,24661.66,10.64
P008,2024-05-28,3.91,13.09,11,0,1,0,69.24,39.58,24770.36,6.43
P008,2024-05-29,4.89,14.48,6,0,2,0,36.52,40.13,24639.91,13.22
P008,2024-05-30,3.92,10.81,11,2,2,0,73.46,38.33,24888.8,12.43
P008,2024-05-31,3.79,13.55,3,3,0,0,39.88,43.72,24384.68,0.0
P008,2024-06-01,4.2,13.5,4,3,1,0,71.02,41.42,23288.69,5.51
P008,2024-06-02,4.73,10.93,11,0,2,0,68.95,35.69,25309.07,16.38
P008,2024-06-03,3.22,12.26,9,1,1,0,36.56,41.49,23521.41,5.0
P008,2024-06-04,4.14,13.31,6,3,0,0,62.08,41.81,23595.41,0.35
P008,2024-06-05,4.04,13.51,9,0,0,0,41.83,43.41,23471.52,0.11
P008,2024-06-06,4.48,9.88,9,1,1,0,63.69,43.54,22702.42,6.21
P008,2024-06-07,4.24,12.19,9,3,0,0,55.24,39.78,24269.43,1.87
P008,2024-06-08,3.91,11.15,11,2,2,0,43.21,39.38,24402.69,11.59
P008,2024-06-09,4.16,10.93,12,0,2,0,55.98,40.75,23753.01,10.89
