subscription_id,customer_id,plan_type,start_date,end_date,churn_date,churn_reason,mrr,country
S02268,C02268,basic,2024-08-11,,,,680,SE
S02269,C02269,basic,2024-08-08,,,,761,SE
S02270,C02270,enterprise,2024-08-09,,,,4871,SE
S02271,C02271,basic,2024-08-11,2024-11-27,2024-11-27,price_too_high,653,SE
S02272,C02272,premium,2024-08-02,2024-09-29,2024-09-29,competitor,1871,SE
S02273,C02273,enterprise,2024-08-06,2024-11-13,2024-11-13,competitor,7307,SE
S02274,C02274,premium,2024-08-05,,,,1799,SE
S02275,C02275,premium,2024-08-23,,,,2744,SE
S02276,C02276,basic,2024-08-21,,,,724,SE
S02277,C02277,basic,2024-08-13,,,,736,SE
S02278,C02278,premium,2024-08-20,,,,2608,SE
S02279,C02279,enterprise,2024-08-05,,,,5955,SE
S02280,C02280,enterprise,2024-08-05,,,,4238,SE
S02281,C02281,basic,2024-08-11,,,,751,SE
S02282,C02282,premium,2024-08-15,,,,2301,SE
S02283,C02283,basic,2024-08-10,,,,569,SE
S02284,C02284,premium,2024-08-02,,,,1521,SE
S02285,C02285,enterprise,2024-08-11,,,,4428,SE
S02286,C02286,premium,2024-08-10,2025-03-05,2025-03-05,price_too_high,2508,SE
S02287,C02287,premium,2024-08-15,,,,2564,SE
S02288,C02288,basic,2024-08-16,,,,734,SE
S02289,C02289,enterprise,2024-09-11,,,,3896,SE
S02290,C02290,premium,2024-09-03,,,,1971,SE
S02291,C02291,enterprise,2024-09-12,,,,5883,SE
S02292,C02292,premium,2024-09-09,,,,1430,SE
S02293,C02293,premium,2024-09-16,,,,2442,SE
S02294,C02294,premium,2024-09-21,,,,2639,SE
S02295,C02295,basic,2024-09-21,,,,683,SE
S02296,C02296,basic,2024-09-28,,,,768,SE
S02297,C02297,basic,2024-09-17,,,,756,SE
S02298,C02298,basic,2024-09-23,2025-01-17,2025-01-17,price_too_high,590,SE
S02299,C02299,enterprise,2024-09-02,,,,6923,SE
S02300,C02300,enterprise,2024-09-05,,,,5654,SE
S02301,C02301,premium,2024-09-08,,,,1309,SE
S02302,C02302,premium,2024-09-01,,,,2160,SE
S02303,C02303,premium,2024-09-02,,,,1434,SE
S02304,C02304,basic,2024-09-01,,,,451,SE
S02305,C02305,basic,2024-09-15,,,,465,SE
S02306,C02306,premium,2024-09-26,2025-01-19,2025-01-19,competitor,1249,SE
S02307,C02307,basic,2024-09-26,2025-03-31,2025-03-31,price_too_high,570,SE
S02308,C02308,enterprise,2024-09-21,,,,4188,SE
S02309,C02309,enterprise,2024-09-26,2025-01-04,2025-01-04,not_using,4932,SE
S02310,C02310,basic,2024-09-26,,,,458,SE
S02311,C02311,basic,2024-10-28,,,,565,SE
S02312,C02312,basic,2024-10-18,,,,752,SE
S02313,C02313,premium,2024-10-17,2025-03-26,2025-03-26,price_too_high,2150,SE
S02314,C02314,basic,2024-10-10,,,,740,SE
S02315,C02315,premium,2024-10-13,,,,2081,SE
S02316,C02316,premium,2024-10-17,,,,1967,SE
S02317,C02317,basic,2024-10-03,,,,752,SE
S02318,C02318,basic,2024-10-19,,,,754,SE
S02319,C02319,premium,2024-10-14,,,,1734,SE
S02320,C02320,premium,2024-10-18,,,,1030,SE
S02321,C02321,enterprise,2024-10-25,,,,6819,SE
S02322,C02322,basic,2024-10-12,,,,510,SE
S02323,C02323,premium,2024-10-22,,,,1788,SE
S02324,C02324,premium,2024-10-18,,,,2129,SE
S02325,C02325,enterprise,2024-10-13,2025-03-13,2025-03-13,not_using,5250,SE
S02326,C02326,premium,2024-10-03,,,,1541,SE
S02327,C02327,basic,2024-10-05,,,,798,SE
S02328,C02328,basic,2024-10-14,,,,745,SE
S02329,C02329,premium,2024-10-23,,,,1101,SE
S02330,C02330,basic,2024-10-14,,,,537,SE
S02331,C02331,premium,2024-10-06,,,,2251,SE
S02332,C02332,basic,2024-10-02,,,,714,SE
S02333,C02333,premium,2024-11-27,,,,1875,SE
S02334,C02334,premium,2024-11-27,,,,2681,SE
S02335,C02335,premium,2024-11-02,,,,2215,SE
S02336,C02336,enterprise,2024-11-09,,,,4509,SE
S02337,C02337,premium,2024-11-18,,,,1464,SE
S02338,C02338,basic,2024-11-17,,,,743,SE
S02339,C02339,premium,2024-11-20,,,,2568,SE
S02340,C02340,enterprise,2024-11-26,,,,7684,SE
S02341,C02341,enterprise,2024-11-07,,,,4379,SE
S02342,C02342,premium,2024-11-12,,,,1825,SE
S02343,C02343,premium,2024-11-10,,,,2619,SE
S02344,C02344,premium,2024-11-17,,,,1690,SE
S02345,C02345,premium,2024-11-17,,,,2117,SE
S02346,C02346,basic,2024-11-07,2025-01-15,2025-01-15,not_using,578,SE
S02347,C02347,enterprise,2024-11-10,,,,5666,SE
S02348,C02348,basic,2024-11-05,2025-03-05,2025-03-05,competitor,477,SE
S02349,C02349,premium,2024-11-15,,,,1745,SE
S02350,C02350,premium,2024-11-19,,,,2216,SE
S02351,C02351,basic,2024-11-02,,,,464,SE
S02352,C02352,basic,2024-11-08,,,,501,SE
S02353,C02353,premium,2024-11-20,,,,1672,SE
S02354,C02354,basic,2024-11-02,,,,774,SE
S02355,C02355,basic,2024-12-11,,,,543,SE
S02356,C02356,premium,2024-12-09,,,,1695,SE
S02357,C02357,premium,2024-12-04,2025-03-24,2025-03-24,not_using,2729,SE
S02358,C02358,basic,2024-12-24,,,,464,SE
S02359,C02359,enterprise,2024-12-01,,,,5571,SE
S02360,C02360,basic,2024-12-23,2025-01-23,2025-01-23,not_using,592,SE
S02361,C02361,premium,2024-12-20,,,,1131,SE
S02362,C02362,enterprise,2024-12-08,,,,5227,SE
S02363,C02363,enterprise,2024-12-25,,,,6589,SE
S02364,C02364,premium,2024-12-02,,,,2166,SE
S02365,C02365,premium,2024-12-13,,,,2688,SE
S02366,C02366,basic,2024-12-23,,,,573,SE
S02367,C02367,premium,2024-12-23,,,,1446,SE
S02368,C02368,premium,2024-12-10,,,,1767,SE
S02369,C02369,basic,2024-12-13,,,,530,SE
S02370,C02370,basic,2024-12-21,,,,702,SE
S02371,C02371,premium,2024-12-05,,,,1216,SE
S02372,C02372,premium,2024-12-02,2025-07-12,2025-07-12,price_too_high,2172,SE
S02373,C02373,basic,2024-12-10,,,,457,SE
S02374,C02374,enterprise,2024-12-02,2025-04-06,2025-04-06,not_using,4180,SE
S02375,C02375,basic,2024-12-09,,,,509,SE
S02376,C02376,premium,2024-12-26,,,,1576,SE
S02377,C02377,basic,2022-01-26,,,,684,DE
S02378,C02378,basic,2022-01-09,,,,462,DE
S02379,C02379,premium,2022-01-15,,,,2724,DE
S02380,C02380,basic,2022-01-06,,,,536,DE
S02381,C02381,enterprise,2022-01-12,,,,4819,DE
S02382,C02382,basic,2022-01-19,2022-05-04,2022-05-04,not_using,507,DE
S02383,C02383,basic,2022-01-18,2022-03-21,2022-03-21,not_using,610,DE
S02384,C02384,basic,2022-01-23,,,,472,DE
S02385,C02385,premium,2022-01-16,,,,2236,DE
S02386,C02386,basic,2022-01-13,,,,747,DE
S02387,C02387,enterprise,2022-01-11,,,,4237,DE
S02388,C02388,premium,2022-01-06,,,,1002,DE
S02389,C02389,basic,2022-01-10,,,,567,DE
S02390,C02390,basic,2022-01-03,,,,592,DE
S02391,C02391,basic,2022-01-24,,,,634,DE
S02392,C02392,basic,2022-01-22,,,,456,DE
S02393,C02393,enterprise,2022-01-09,,,,5594,DE
S02394,C02394,premium,2022-01-16,,,,2424,DE
S02395,C02395,premium,2022-01-23,,,,2555,DE
S02396,C02396,basic,2022-01-02,,,,451,DE
S02397,C02397,premium,2022-01-23,,,,2696,DE
S02398,C02398,basic,2022-01-19,,,,517,DE
S02399,C02399,basic,2022-02-13,,,,553,DE
S02400,C02400,basic,2022-02-01,,,,735,DE
S02401,C02401,enterprise,2022-02-15,,,,4132,DE
S02402,C02402,premium,2022-02-03,,,,1741,DE
S02403,C02403,premium,2022-02-25,,,,2343,DE
S02404,C02404,premium,2022-02-22,,,,2468,DE
S02405,C02405,premium,2022-02-10,,,,1929,DE
S02406,C02406,basic,2022-02-14,2022-09-23,2022-09-23,competitor,601,DE
S02407,C02407,premium,2022-02-22,,,,1703,DE
S02408,C02408,basic,2022-02-09,2022-09-05,2022-09-05,competitor,713,DE
S02409,C02409,enterprise,2022-02-20,,,,7138,DE
S02410,C02410,premium,2022-02-22,,,,1539,DE
S02411,C02411,enterprise,2022-02-05,,,,6107,DE
S02412,C02412,basic,2022-02-22,,,,565,DE
S02413,C02413,premium,2022-02-03,,,,2737,DE
S02414,C02414,basic,2022-02-01,2022-08-12,2022-08-12,competitor,639,DE
S02415,C02415,basic,2022-02-16,,,,750,DE
S02416,C02416,basic,2022-02-07,,,,639,DE
S02417,C02417,enterprise,2022-02-13,,,,7918,DE
S02418,C02418,basic,2022-02-09,,,,596,DE
S02419,C02419,enterprise,2022-02-11,,,,6309,DE
S02420,C02420,premium,2022-02-20,2022-07-04,2022-07-04,price_too_high,1760,DE
S02421,C02421,basic,2022-03-08,,,,662,DE
S02422,C02422,premium,2022-03-10,,,,1927,DE
S02423,C02423,premium,2022-03-08,,,,1037,DE
S02424,C02424,enterprise,2022-03-17,,,,4963,DE
S02425,C02425,basic,2022-03-24,,,,735,DE
S02426,C02426,enterprise,2022-03-27,,,,5243,DE
S02427,C02427,premium,2022-03-09,,,,2390,DE
S02428,C02428,enterprise,2022-03-21,,,,4007,DE
S02429,C02429,premium,2022-03-24,,,,1910,DE
S02430,C02430,premium,2022-03-13,,,,1399,DE
S02431,C02431,enterprise,2022-03-21,,,,6725,DE
S02432,C02432,premium,2022-03-03,,,,1666,DE
S02433,C02433,enterprise,2022-03-01,,,,5259,DE
S02434,C02434,basic,2022-03-06,,,,549,DE
S02435,C02435,enterprise,2022-03-08,,,,4811,DE
S02436,C02436,premium,2022-03-17,,,,2012,DE
S02437,C02437,basic,2022-03-04,,,,629,DE
S02438,C02438,premium,2022-03-06,,,,2320,DE
S02439,C02439,basic,2022-03-12,,,,765,DE
S02440,C02440,basic,2022-03-05,,,,676,DE
S02441,C02441,basic,2022-03-20,2022-06-05,2022-06-05,price_too_high,636,DE
S02442,C02442,basic,2022-03-08,,,,629,DE
S02443,C02443,basic,2022-04-13,,,,733,DE
S02444,C02444,premium,2022-04-23,,,,2364,DE
S02445,C02445,premium,2022-04-18,,,,1979,DE
S02446,C02446,premium,2022-04-05,,,,1443,DE
S02447,C02447,enterprise,2022-04-06,,,,4669,DE
S02448,C02448,premium,2022-04-05,,,,2757,DE
S02449,C02449,premium,2022-04-06,2022-07-30,2022-07-30,not_using,1117,DE
S02450,C02450,premium,2022-04-02,,,,2301,DE
S02451,C02451,basic,2022-04-03,,,,478,DE
S02452,C02452,basic,2022-04-04,,,,792,DE
S02453,C02453,basic,2022-04-21,,,,787,DE
S02454,C02454,premium,2022-04-22,,,,2359,DE
S02455,C02455,premium,2022-04-13,,,,2619,DE
S02456,C02456,basic,2022-04-19,,,,770,DE
S02457,C02457,enterprise,2022-04-14,,,,4434,DE
S02458,C02458,basic,2022-04-14,,,,793,DE
S02459,C02459,basic,2022-04-07,,,,704,DE
S02460,C02460,basic,2022-04-26,,,,579,DE
S02461,C02461,premium,2022-04-20,,,,1278,DE
S02462,C02462,basic,2022-04-10,,,,574,DE
S02463,C02463,basic,2022-04-13,,,,682,DE
S02464,C02464,basic,2022-04-07,,,,697,DE
S02465,C02465,basic,2022-05-07,,,,746,DE
S02466,C02466,basic,2022-05-04,2022-12-16,2022-12-16,competitor,750,DE
S02467,C02467,enterprise,2022-05-09,2022-05-30,2022-05-30,not_using,7536,DE
S02468,C02468,basic,2022-05-02,,,,737,DE
S02469,C02469,premium,2022-05-22,,,,1609,DE
S02470,C02470,basic,2022-05-10,,,,553,DE
S02471,C02471,basic,2022-05-09,,,,658,DE
S02472,C02472,premium,2022-05-07,,,,1557,DE
S02473,C02473,basic,2022-05-15,,,,775,DE
S02474,C02474,premium,2022-05-19,,,,1421,DE
S02475,C02475,basic,2022-05-24,,,,506,DE
S02476,C02476,basic,2022-05-22,,,,490,DE
S02477,C02477,premium,2022-05-17,,,,2167,DE
S02478,C02478,enterprise,2022-05-12,,,,7360,DE
S02479,C02479,basic,2022-05-24,,,,487,DE
S02480,C02480,premium,2022-05-04,,,,2206,DE
S02481,C02481,basic,2022-05-09,,,,744,DE
S02482,C02482,basic,2022-05-01,,,,786,DE
S02483,C02483,basic,2022-05-08,,,,665,DE
S02484,C02484,premium,2022-05-19,,,,2578,DE
S02485,C02485,basic,2022-05-04,2022-06-26,2022-06-26,price_too_high,454,DE
S02486,C02486,premium,2022-05-23,,,,2559,DE
S02487,C02487,premium,2022-06-05,,,,1111,DE
S02488,C02488,basic,2022-06-04,,,,686,DE
S02489,C02489,basic,2022-06-23,2022-12-02,2022-12-02,competitor,748,DE
S02490,C02490,basic,2022-06-26,,,,561,DE
S02491,C02491,basic,2022-06-18,,,,617,DE
S02492,C02492,enterprise,2022-06-08,,,,4193,DE
S02493,C02493,basic,2022-06-07,,,,793,DE
S02494,C02494,basic,2022-06-07,,,,585,DE
S02495,C02495,basic,2022-06-10,,,,746,DE
S02496,C02496,basic,2022-06-27,,,,783,DE
S02497,C02497,premium,2022-06-28,,,,1102,DE
S02498,C02498,basic,2022-06-15,2022-09-24,2022-09-24,price_too_high,584,DE
S02499,C02499,premium,2022-06-05,,,,2709,DE
S02500,C02500,premium,2022-06-27,,,,1864,DE
S02501,C02501,enterprise,2022-06-24,,,,5106,DE
S02502,C02502,basic,2022-06-20,,,,458,DE
S02503,C02503,basic,2022-06-07,,,,461,DE
S02504,C02504,basic,2022-06-15,,,,793,DE
S02505,C02505,premium,2022-06-27,,,,1290,DE
S02506,C02506,premium,2022-06-12,,,,2532,DE
S02507,C02507,premium,2022-06-02,,,,1472,DE
S02508,C02508,basic,2022-06-27,,,,560,DE
S02509,C02509,basic,2022-07-24,,,,693,DE
S02510,C02510,basic,2022-07-27,2022-08-28,2022-08-28,competitor,757,DE
S02511,C02511,premium,2022-07-12,,,,2786,DE
S02512,C02512,basic,2022-07-21,,,,482,DE
S02513,C02513,enterprise,2022-07-26,,,,6611,DE
S02514,C02514,basic,2022-07-17,,,,576,DE
S02515,C02515,basic,2022-07-19,,,,545,DE
S02516,C02516,premium,2022-07-04,,,,1085,DE
S02517,C02517,enterprise,2022-07-26,,,,4405,DE
S02518,C02518,basic,2022-07-23,,,,565,DE
S02519,C02519,enterprise,2022-07-19,,,,6707,DE
S02520,C02520,basic,2022-07-04,,,,702,DE
S02521,C02521,basic,2022-07-08,,,,460,DE
S02522,C02522,basic,2022-07-04,,,,614,DE
S02523,C02523,premium,2022-07-21,,,,1399,DE
S02524,C02524,premium,2022-07-27,,,,1602,DE
S02525,C02525,basic,2022-07-27,,,,747,DE
S02526,C02526,basic,2022-07-15,,,,641,DE
S02527,C02527,basic,2022-07-22,2022-10-15,2022-10-15,not_using,610,DE
S02528,C02528,enterprise,2022-07-23,,,,5513,DE
S02529,C02529,basic,2022-07-08,2022-12-20,2022-12-20,price_too_high,704,DE
S02530,C02530,premium,2022-07-01,,,,1715,DE
S02531,C02531,premium,2022-08-08,,,,1315,DE
S02532,C02532,premium,2022-08-24,,,,1368,DE
S02533,C02533,basic,2022-08-22,,,,780,DE
S02534,C02534,basic,2022-08-07,,,,785,DE
S02535,C02535,premium,2022-08-19,,,,2442,DE
S02536,C02536,basic,2022-08-06,,,,538,DE
S02537,C02537,enterprise,2022-08-17,,,,6851,DE
S02538,C02538,basic,2022-08-18,,,,454,DE
S02539,C02539,basic,2022-08-11,,,,649,DE
S02540,C02540,basic,2022-08-02,2023-02-01,2023-02-01,not_using,707,DE
S02541,C02541,basic,2022-08-16,,,,617,DE
S02542,C02542,enterprise,2022-08-10,,,,6346,DE
S02543,C02543,premium,2022-08-14,,,,2348,DE
S02544,C02544,basic,2022-08-26,,,,543,DE
S02545,C02545,basic,2022-08-10,,,,561,DE
S02546,C02546,basic,2022-08-24,,,,740,DE
S02547,C02547,premium,2022-08-16,,,,2690,DE
S02548,C02548,enterprise,2022-08-20,,,,8115,DE
S02549,C02549,basic,2022-08-04,,,,562,DE
S02550,C02550,premium,2022-08-01,,,,2446,DE
S02551,C02551,basic,2022-08-24,,,,728,DE
S02552,C02552,premium,2022-08-21,,,,1553,DE
S02553,C02553,enterprise,2022-09-22,2023-02-18,2023-02-18,competitor,5557,DE
S02554,C02554,basic,2022-09-21,,,,727,DE
S02555,C02555,basic,2022-09-13,,,,732,DE
S02556,C02556,basic,2022-09-07,,,,530,DE
S02557,C02557,premium,2022-09-04,,,,2497,DE
S02558,C02558,premium,2022-09-15,,,,1129,DE
S02559,C02559,basic,2022-09-16,,,,472,DE
S02560,C02560,premium,2022-09-06,,,,2102,DE
S02561,C02561,basic,2022-09-25,,,,760,DE
S02562,C02562,premium,2022-09-17,2023-04-02,2023-04-02,competitor,2215,DE
S02563,C02563,basic,2022-09-12,,,,795,DE
S02564,C02564,premium,2022-09-13,,,,1817,DE
S02565,C02565,basic,2022-09-19,,,,679,DE
S02566,C02566,basic,2022-09-19,,,,616,DE
S02567,C02567,basic,2022-09-25,,,,519,DE
S02568,C02568,basic,2022-09-15,,,,766,DE
S02569,C02569,basic,2022-09-25,2023-02-09,2023-02-09,competitor,698,DE
S02570,C02570,premium,2022-09-22,,,,1720,DE
S02571,C02571,premium,2022-09-13,,,,1396,DE
S02572,C02572,basic,2022-09-04,,,,684,DE
S02573,C02573,premium,2022-09-13,,,,2092,DE
S02574,C02574,basic,2022-09-18,,,,455,DE
S02575,C02575,premium,2022-10-12,,,,1001,DE
S02576,C02576,basic,2022-10-18,,,,471,DE
S02577,C02577,premium,2022-10-08,,,,1536,DE
S02578,C02578,premium,2022-10-12,,,,1029,DE
S02579,C02579,basic,2022-10-02,,,,626,DE
S02580,C02580,premium,2022-10-19,,,,1728,DE
S02581,C02581,basic,2022-10-13,,,,739,DE
S02582,C02582,basic,2022-10-14,,,,695,DE
S02583,C02583,basic,2022-10-17,,,,779,DE
S02584,C02584,premium,2022-10-21,,,,2408,DE
S02585,C02585,enterprise,2022-10-10,,,,4154,DE
S02586,C02586,enterprise,2022-10-18,,,,6865,DE
S02587,C02587,basic,2022-10-26,,,,626,DE
S02588,C02588,basic,2022-10-05,,,,541,DE
S02589,C02589,basic,2022-10-01,2023-05-12,2023-05-12,price_too_high,775,DE
S02590,C02590,basic,2022-10-09,,,,649,DE
S02591,C02591,basic,2022-10-20,,,,537,DE
S02592,C02592,premium,2022-10-11,2022-11-26,2022-11-26,price_too_high,1280,DE
S02593,C02593,enterprise,2022-10-23,2023-04-29,2023-04-29,price_too_high,4261,DE
S02594,C02594,premium,2022-10-03,,,,2468,DE
S02595,C02595,enterprise,2022-10-21,,,,7286,DE
S02596,C02596,basic,2022-10-24,2023-02-04,2023-02-04,price_too_high,614,DE
S02597,C02597,basic,2022-11-12,,,,679,DE
S02598,C02598,basic,2022-11-25,,,,522,DE
S02599,C02599,premium,2022-11-27,,,,1729,DE
S02600,C02600,premium,2022-11-07,,,,2235,DE
S02601,C02601,basic,2022-11-17,,,,513,DE
S02602,C02602,premium,2022-11-23,,,,2067,DE
S02603,C02603,basic,2022-11-02,2023-02-20,2023-02-20,price_too_high,539,DE
S02604,C02604,basic,2022-11-16,,,,596,DE
S02605,C02605,premium,2022-11-11,,,,1250,DE
S02606,C02606,enterprise,2022-11-27,,,,5654,DE
S02607,C02607,basic,2022-11-17,,,,667,DE
S02608,C02608,premium,2022-11-09,,,,2505,DE
S02609,C02609,premium,2022-11-19,,,,1133,DE
S02610,C02610,basic,2022-11-27,2023-03-14,2023-03-14,price_too_high,744,DE
S02611,C02611,basic,2022-11-20,,,,464,DE
S02612,C02612,basic,2022-11-18,,,,566,DE
S02613,C02613,enterprise,2022-11-27,,,,5141,DE
S02614,C02614,premium,2022-11-14,,,,1588,DE
S02615,C02615,enterprise,2022-11-24,,,,6237,DE
S02616,C02616,basic,2022-11-19,,,,639,DE
S02617,C02617,premium,2022-11-21,,,,2064,DE
S02618,C02618,basic,2022-11-02,,,,748,DE
S02619,C02619,premium,2022-12-25,,,,1801,DE
S02620,C02620,premium,2022-12-06,,,,1429,DE
S02621,C02621,premium,2022-12-04,2023-01-13,2023-01-13,competitor,2248,DE
S02622,C02622,premium,2022-12-11,2023-06-10,2023-06-10,price_too_high,1046,DE
S02623,C02623,basic,2022-12-27,,,,474,DE
S02624,C02624,basic,2022-12-14,,,,641,DE
S02625,C02625,premium,2022-12-18,,,,1951,DE
S02626,C02626,basic,2022-12-07,,,,512,DE
S02627,C02627,premium,2022-12-01,,,,1257,DE
S02628,C02628,premium,2022-12-05,,,,1248,DE
S02629,C02629,premium,2022-12-02,,,,2095,DE
S02630,C02630,basic,2022-12-02,,,,519,DE
S02631,C02631,basic,2022-12-13,,,,721,DE
S02632,C02632,basic,2022-12-15,,,,710,DE
S02633,C02633,basic,2022-12-08,2023-03-20,2023-03-20,competitor,766,DE
S02634,C02634,premium,2022-12-03,,,,1922,DE
S02635,C02635,basic,2022-12-28,2023-08-07,2023-08-07,price_too_high,749,DE
S02636,C02636,basic,2022-12-04,,,,797,DE
S02637,C02637,basic,2022-12-08,,,,464,DE
S02638,C02638,enterprise,2022-12-14,,,,7157,DE
S02639,C02639,premium,2022-12-17,,,,1525,DE
S02640,C02640,premium,2022-12-02,,,,2426,DE
S02641,C02641,premium,2023-01-07,,,,2042,DE
S02642,C02642,basic,2023-01-22,,,,746,DE
S02643,C02643,premium,2023-01-19,,,,1856,DE
S02644,C02644,basic,2023-01-19,,,,592,DE
S02645,C02645,basic,2023-01-25,,,,629,DE
S02646,C02646,premium,2023-01-18,,,,2732,DE
S02647,C02647,premium,2023-01-01,,,,2132,DE
S02648,C02648,premium,2023-01-25,,,,1554,DE
S02649,C02649,enterprise,2023-01-10,2023-03-23,2023-03-23,not_using,8082,DE
S02650,C02650,premium,2023-01-16,,,,2048,DE
S02651,C02651,premium,2023-01-10,,,,2698,DE
S02652,C02652,basic,2023-01-01,,,,628,DE
S02653,C02653,basic,2023-01-06,,,,628,DE
S02654,C02654,basic,2023-01-03,,,,569,DE
S02655,C02655,premium,2023-01-24,2023-02-27,2023-02-27,not_using,1274,DE
S02656,C02656,basic,2023-01-23,,,,589,DE
S02657,C02657,premium,2023-01-12,,,,2128,DE
S02658,C02658,premium,2023-01-16,2023-06-24,2023-06-24,competitor,2299,DE
S02659,C02659,premium,2023-01-01,,,,1972,DE
S02660,C02660,basic,2023-01-14,,,,490,DE
S02661,C02661,basic,2023-01-06,,,,780,DE
S02662,C02662,premium,2023-01-04,,,,1105,DE
S02663,C02663,basic,2023-02-03,,,,728,DE
S02664,C02664,basic,2023-02-15,,,,480,DE
S02665,C02665,basic,2023-02-26,,,,686,DE
S02666,C02666,premium,2023-02-25,,,,1351,DE
S02667,C02667,basic,2023-02-27,,,,710,DE
S02668,C02668,basic,2023-02-05,,,,579,DE
S02669,C02669,basic,2023-02-26,,,,741,DE
S02670,C02670,basic,2023-02-15,,,,477,DE
S02671,C02671,premium,2023-02-25,,,,1269,DE
S02672,C02672,basic,2023-02-01,,,,750,DE
S02673,C02673,premium,2023-02-19,,,,1913,DE
S02674,C02674,premium,2023-02-13,2023-03-29,2023-03-29,price_too_high,1374,DE
S02675,C02675,basic,2023-02-05,,,,688,DE
S02676,C02676,enterprise,2023-02-01,,,,6014,DE
S02677,C02677,basic,2023-02-18,,,,517,DE
S02678,C02678,premium,2023-02-18,,,,1349,DE
S02679,C02679,premium,2023-02-25,,,,2643,DE
S02680,C02680,premium,2023-02-18,2023-07-06,2023-07-06,competitor,2052,DE
S02681,C02681,enterprise,2023-02-02,,,,6005,DE
S02682,C02682,premium,2023-02-24,2023-08-09,2023-08-09,price_too_high,2141,DE
S02683,C02683,premium,2023-02-16,,,,1267,DE
S02684,C02684,premium,2023-02-13,,,,2083,DE
S02685,C02685,basic,2023-03-14,,,,454,DE
S02686,C02686,premium,2023-03-22,,,,1029,DE
S02687,C02687,basic,2023-03-25,,,,459,DE
S02688,C02688,premium,2023-03-24,,,,1490,DE
S02689,C02689,basic,2023-03-01,,,,740,DE
S02690,C02690,basic,2023-03-04,,,,746,DE
S02691,C02691,premium,2023-03-19,,,,2680,DE
S02692,C02692,premium,2023-03-15,2023-10-10,2023-10-10,not_using,2089,DE
S02693,C02693,basic,2023-03-20,2023-08-09,2023-08-09,competitor,622,DE
S02694,C02694,basic,2023-03-13,,,,755,DE
S02695,C02695,premium,2023-03-09,2023-04-19,2023-04-19,price_too_high,1243,DE
S02696,C02696,premium,2023-03-17,,,,2356,DE
S02697,C02697,premium,2023-03-11,,,,2648,DE
S02698,C02698,basic,2023-03-26,,,,635,DE
S02699,C02699,basic,2023-03-14,,,,744,DE
S02700,C02700,premium,2023-03-19,,,,1828,DE
S02701,C02701,basic,2023-03-02,,,,779,DE
S02702,C02702,basic,2023-03-03,,,,520,DE
S02703,C02703,enterprise,2023-03-20,,,,3809,DE
S02704,C02704,premium,2023-03-17,,,,2017,DE
S02705,C02705,premium,2023-03-08,,,,1394,DE
S02706,C02706,basic,2023-03-15,,,,531,DE
S02707,C02707,basic,2023-04-08,2023-09-08,2023-09-08,price_too_high,462,DE
S02708,C02708,basic,2023-04-15,,,,539,DE
S02709,C02709,basic,2023-04-03,,,,785,DE
S02710,C02710,basic,2023-04-01,,,,616,DE
S02711,C02711,enterprise,2023-04-13,,,,6302,DE
S02712,C02712,enterprise,2023-04-14,,,,6256,DE
S02713,C02713,basic,2023-04-03,,,,705,DE
S02714,C02714,premium,2023-04-16,,,,1716,DE
S02715,C02715,enterprise,2023-04-16,,,,5136,DE
S02716,C02716,premium,2023-04-27,2023-09-01,2023-09-01,not_using,1807,DE
S02717,C02717,basic,2023-04-26,,,,654,DE
S02718,C02718,enterprise,2023-04-03,,,,7420,DE
S02719,C02719,premium,2023-04-15,,,,2618,DE
S02720,C02720,basic,2023-04-27,,,,480,DE
S02721,C02721,premium,2023-04-02,,,,2651,DE
S02722,C02722,premium,2023-04-10,,,,1641,DE
S02723,C02723,basic,2023-04-02,2023-07-17,2023-07-17,not_using,643,DE
S02724,C02724,premium,2023-04-14,,,,2538,DE
S02725,C02725,premium,2023-04-26,,,,2351,DE
S02726,C02726,basic,2023-04-25,,,,763,DE
S02727,C02727,basic,2023-04-03,,,,451,DE
S02728,C02728,basic,2023-04-10,,,,597,DE
S02729,C02729,basic,2023-05-22,,,,545,DE
S02730,C02730,premium,2023-05-02,,,,2081,DE
S02731,C02731,premium,2023-05-04,,,,2034,DE
S02732,C02732,premium,2023-05-02,2023-06-03,2023-06-03,price_too_high,2217,DE
S02733,C02733,basic,2023-05-03,,,,456,DE
S02734,C02734,premium,2023-05-04,,,,1202,DE
S02735,C02735,premium,2023-05-14,,,,2290,DE
S02736,C02736,enterprise,2023-05-22,,,,4217,DE
S02737,C02737,premium,2023-05-19,,,,2302,DE
S02738,C02738,basic,2023-05-01,2023-11-17,2023-11-17,price_too_high,674,DE
S02739,C02739,basic,2023-05-01,,,,720,DE
S02740,C02740,basic,2023-05-24,,,,689,DE
S02741,C02741,basic,2023-05-15,,,,668,DE
S02742,C02742,enterprise,2023-05-25,,,,5066,DE
S02743,C02743,enterprise,2023-05-21,,,,7817,DE
S02744,C02744,basic,2023-05-16,,,,679,DE
S02745,C02745,basic,2023-05-01,,,,457,DE
S02746,C02746,premium,2023-05-26,2023-08-03,2023-08-03,price_too_high,2025,DE
S02747,C02747,enterprise,2023-05-07,,,,5129,DE
S02748,C02748,premium,2023-05-19,,,,2233,DE
S02749,C02749,premium,2023-05-12,,,,2364,DE
S02750,C02750,basic,2023-05-03,,,,575,DE
S02751,C02751,basic,2023-06-20,,,,520,DE
